Stock,Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
INFY,2023-04-21,2023-12-06,7.63,1227.35,1474.3,20120.59,33.94,Completed
BAJFINANCE,2020-05-06,2020-11-10,6.27,2106.25,4208.55,99812.45,283.4,Completed
BAJFINANCE,2022-05-10,2023-07-25,14.7,5928.45,7606.45,28304.19,22.91,Completed
BAJFINANCE,2024-03-04,2024-10-01,7.03,6602.45,7703.0,16668.81,30.56,Completed
ULTRACEMCO,2015-12-18,2016-05-12,4.87,2815.1,3227.6,14653.12,40.76,Completed
ULTRACEMCO,2018-05-23,2019-05-24,12.2,3700.8,4800.1,29704.39,29.61,Completed
ULTRACEMCO,2019-12-10,2020-10-12,10.23,4038.65,4306.3,6627.21,7.93,Completed
ULTRACEMCO,2022-03-15,2022-11-18,8.27,6021.25,6814.45,13173.35,19.98,Completed
TECHM,2015-12-18,2018-01-05,24.97,523.25,525.45,420.45,0.2,Completed
TECHM,2020-05-04,2020-10-13,5.4,502.45,868.2,72793.31,242.9,Completed
TECHM,2022-05-19,2023-03-13,9.93,1108.35,1133.8,2296.21,2.82,Completed
AXISBANK,2015-11-04,2016-07-01,8.0,472.5,542.9,14899.48,23.52,Completed
AXISBANK,2017-01-20,2017-06-29,5.33,450.75,512.1,13610.64,33.79,Completed
AXISBANK,2018-06-27,2018-08-30,2.13,507.85,649.75,27941.32,307.66,Completed
AXISBANK,2020-03-17,2020-11-25,8.43,488.35,599.85,22831.98,34.54,Completed
AXISBANK,2022-05-13,2022-11-01,5.73,635.95,871.75,37078.38,95.28,Completed
AXISBANK,2025-01-08,Still Holding,0.03,1074.95,1061.75,-1227.96,,Holding
SBIN,2015-12-03,2016-08-17,8.6,241.1,246.25,2136.04,3.04,Completed
SBIN,2018-04-20,2019-01-04,8.63,241.2,297.65,23403.81,34.5,Completed
SBIN,2020-03-11,2020-12-03,8.9,245.1,256.3,4569.56,6.3,Completed
NTPC,2018-06-25,2019-07-01,12.37,128.88,142.55,10611.06,10.43,Completed
NTPC,2019-11-07,2021-06-16,19.57,119.55,119.8,209.12,0.13,Completed
HDFCBANK,2020-04-08,2020-10-15,6.33,888.9,1169.25,31538.98,69.32,Completed
HDFCBANK,2022-03-09,2022-11-10,8.2,1371.15,1524.75,11202.27,17.06,Completed
HDFCBANK,2023-09-26,2024-08-01,10.33,1537.65,1638.8,6578.22,7.79,Completed
TCS,2015-11-04,2016-08-08,9.27,1266.9,1324.75,4566.26,6.04,Completed
TCS,2016-11-22,2017-05-26,6.17,1067.5,1289.12,20761.12,45.09,Completed
TCS,2020-03-16,2020-09-02,5.67,1696.4,2265.15,33526.87,86.04,Completed
TCS,2022-06-01,2023-02-13,8.57,3355.2,3482.4,3791.13,5.43,Completed
ADANIPORTS,2015-11-04,2016-10-25,11.87,289.45,312.8,8067.01,8.28,Completed
ADANIPORTS,2018-06-07,2019-05-20,11.57,380.05,400.1,5275.63,5.56,Completed
ADANIPORTS,2019-12-30,2020-11-05,10.37,365.95,368.65,737.8,0.87,Completed
ADANIPORTS,2024-12-23,Still Holding,0.57,1191.8,1132.35,-4988.26,,Holding
TATAMOTORS,2016-02-09,2016-06-07,3.97,310.65,463.05,49058.42,240.19,Completed
TATAMOTORS,2017-04-12,2021-10-18,55.0,464.55,509.6,9697.56,2.07,Completed
TATAMOTORS,2022-06-21,2023-05-15,10.93,397.6,530.85,33513.57,37.94,Completed
TATAMOTORS,2024-11-27,Still Holding,1.43,783.95,780.1,-491.11,,Holding
LT,2015-11-04,2016-07-15,8.47,912.07,1057.23,15916.23,23.64,Completed
LT,2018-10-08,2018-12-19,2.4,1215.35,1434.75,18052.42,131.94,Completed
LT,2019-12-26,2020-12-18,11.93,1279.3,1281.55,175.88,0.18,Completed
LT,2022-06-07,2022-11-01,4.9,1589.45,2024.45,27367.96,82.33,Completed
ZOMATO,2022-05-16,2023-07-11,14.03,56.4,76.8,36170.21,30.69,Completed
TATASTEEL,2015-11-24,2016-04-04,4.4,21.37,30.52,42790.29,167.77,Completed
TATASTEEL,2018-05-24,2020-11-24,30.5,54.82,54.83,18.25,0.01,Completed
TATASTEEL,2022-06-09,2023-01-19,7.47,104.49,123.55,18246.64,31.4,Completed
TATASTEEL,2024-11-13,Still Holding,1.9,139.17,129.93,-6639.37,,Holding
