Stock,Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
ADANIPORTS,2024-12-23,Still Holding,0.57,1191.8,1132.35,-4988.26,,Holding
TATAMOTORS,2007-05-07,2008-01-01,7.97,139.56,146.09,4675.27,7.23,Completed
TATAMOTORS,2008-03-28,2009-11-16,19.93,123.8,125.62,1469.78,0.89,Completed
TATAMOTORS,2011-06-15,2012-02-16,8.2,196.72,272.97,38761.76,62.59,Completed
TATAMOTORS,2015-07-03,2016-06-07,11.33,433.15,463.05,6902.92,7.43,Completed
TATAMOTORS,2017-04-12,2021-10-18,55.0,464.55,509.6,9697.56,2.07,Completed
TATAMOTORS,2022-06-21,2023-05-15,10.93,397.6,530.85,33513.57,37.94,Completed
TATAMOTORS,2024-11-27,Still Holding,1.43,783.95,780.1,-491.11,,Holding
LT,2008-06-03,2009-06-25,12.9,632.69,679.71,7432.12,7.0,Completed
LT,2011-03-10,2012-09-21,18.7,690.76,704.56,1997.81,1.3,Completed
LT,2013-06-12,2014-02-28,8.7,620.71,739.77,19180.51,27.81,Completed
LT,2015-10-30,2016-07-15,8.63,940.5,1057.23,12411.83,17.93,Completed
LT,2018-10-08,2018-12-19,2.4,1215.35,1434.75,18052.42,131.94,Completed
LT,2019-12-26,2020-12-18,11.93,1279.3,1281.55,175.88,0.18,Completed
LT,2022-06-07,2022-11-01,4.9,1589.45,2024.45,27367.96,82.33,Completed
ZOMATO,2022-05-16,2023-07-11,14.03,56.4,76.8,36170.21,30.69,Completed
TATASTEEL,2006-11-23,2007-07-05,7.47,39.67,46.76,17866.47,30.72,Completed
TATASTEEL,2008-07-30,2010-01-04,17.43,60.04,60.38,571.3,0.4,Completed
TATASTEEL,2011-06-02,2014-06-09,36.77,54.77,54.81,60.88,0.02,Completed
TATASTEEL,2015-01-07,2016-08-17,19.6,37.05,37.33,758.56,0.47,Completed
TATASTEEL,2018-05-24,2020-11-24,30.5,54.82,54.83,18.25,0.01,Completed
TATASTEEL,2022-06-09,2023-01-19,7.47,104.49,123.55,18246.64,31.4,Completed
TATASTEEL,2024-11-13,Still Holding,1.9,139.17,129.93,-6639.37,,Holding
