Stock,Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
BHARTIARTL,2008-03-24,2009-07-01,15.47,360.68,371.43,2979.76,2.34,Completed
BHARTIARTL,2009-12-21,2010-10-04,9.57,279.48,324.32,16043.2,20.83,Completed
BHARTIARTL,2012-01-06,2013-10-18,21.7,297.91,321.52,7926.19,4.37,Completed
BHARTIARTL,2015-11-19,2016-07-05,7.63,306.02,329.77,7760.26,12.65,Completed
BHARTIARTL,2016-11-11,2017-05-15,6.17,271.64,328.19,20819.51,45.23,Completed
BHARTIARTL,2018-05-11,2019-06-07,13.07,348.43,350.52,600.69,0.56,Completed
BHARTIARTL,2022-07-11,2022-10-18,3.3,660.55,783.15,18560.3,87.33,Completed
BRITANNIA,2006-08-23,2007-03-21,7.0,112.39,126.57,12612.33,22.93,Completed
BRITANNIA,2008-02-21,2009-04-24,14.27,140.02,155.35,10944.48,9.26,Completed
BRITANNIA,2010-03-25,2010-06-10,2.57,159.55,172.68,8222.88,45.44,Completed
BRITANNIA,2011-03-03,2011-07-18,4.57,173.25,241.15,39191.92,141.34,Completed
BRITANNIA,2012-11-07,2013-04-02,4.87,234.45,264.0,12603.97,34.55,Completed
BRITANNIA,2016-03-15,2016-08-24,5.4,1379.38,1716.47,24438.6,63.66,Completed
BRITANNIA,2019-07-10,2020-01-27,6.7,2769.55,3174.2,14610.67,28.1,Completed
BRITANNIA,2021-02-17,2021-08-20,6.13,3364.0,3895.95,15813.02,33.81,Completed
BRITANNIA,2022-02-17,2022-08-29,6.43,3464.1,3707.65,7030.68,13.71,Completed
CIPLA,2007-04-17,2008-04-22,12.37,229.55,231.45,827.7,0.81,Completed
CIPLA,2008-12-15,2009-06-03,5.67,179.8,232.55,29338.15,73.73,Completed
CIPLA,2010-08-25,2010-11-09,2.53,308.8,349.95,13325.79,82.36,Completed
CIPLA,2011-05-19,2012-02-07,8.8,306.8,353.75,15303.13,21.76,Completed
CIPLA,2014-02-25,2014-07-25,5.0,374.75,445.65,18919.28,52.45,Completed
CIPLA,2015-11-23,2018-08-24,33.5,641.45,651.2,1519.99,0.55,Completed
CIPLA,2019-01-11,2020-05-08,16.1,510.2,591.9,16013.33,11.88,Completed
COALINDIA,2011-12-08,2012-07-30,7.83,313.5,355.8,13492.82,21.72,Completed
COALINDIA,2013-03-11,2014-05-21,14.53,320.4,370.9,15761.55,13.04,Completed
COALINDIA,2015-11-04,2023-11-13,97.7,330.45,349.35,5719.47,0.7,Completed
COALINDIA,2024-12-26,Still Holding,0.43,386.6,380.35,-1616.66,,Holding
DRREDDY,2007-05-21,2009-06-05,24.87,131.81,137.26,4134.74,2.0,Completed
DRREDDY,2011-07-06,2012-02-01,7.0,305.78,335.28,9647.46,17.36,Completed
DRREDDY,2016-01-19,2016-12-08,10.8,583.1,642.34,10159.5,11.52,Completed
DRREDDY,2017-01-13,2020-01-17,36.63,595.95,606.87,1832.37,0.6,Completed
DRREDDY,2021-11-24,2023-03-31,16.4,919.61,924.55,537.18,0.4,Completed
EICHERMOT,2005-11-21,2006-11-10,11.8,25.0,40.69,62727.45,65.21,Completed
EICHERMOT,2008-03-13,2009-06-22,15.53,26.44,30.78,16414.52,12.64,Completed
EICHERMOT,2018-02-21,2021-01-08,35.07,2736.57,2760.85,887.06,0.31,Completed
EICHERMOT,2022-03-25,2022-07-25,4.07,2336.85,3086.7,32088.06,129.93,Completed
EICHERMOT,2023-03-27,2023-11-03,7.37,2885.55,3428.0,18798.84,32.91,Completed
GRASIM,2008-04-09,2009-07-14,15.37,398.02,398.43,104.68,0.08,Completed
GRASIM,2010-07-15,2011-01-03,5.73,279.36,363.55,30136.15,74.89,Completed
GRASIM,2011-07-27,2011-12-29,5.17,334.28,388.13,16107.37,42.15,Completed
GRASIM,2013-06-14,2014-04-07,9.9,428.99,439.31,2404.5,2.96,Completed
GRASIM,2018-04-24,2021-02-01,33.8,1076.12,1121.19,4188.26,1.49,Completed
GRASIM,2022-05-31,2022-11-14,5.57,1422.94,1741.58,22392.54,55.52,Completed
HCLTECH,2008-01-23,2009-07-28,18.4,60.09,60.39,499.27,0.33,Completed
HCLTECH,2011-09-22,2012-04-04,6.5,95.69,127.26,32998.04,70.53,Completed
HCLTECH,2015-10-21,2017-03-17,17.1,431.52,432.88,312.85,0.22,Completed
HCLTECH,2022-05-13,2023-01-27,8.63,1052.15,1115.6,6030.5,8.6,Completed
HDFCBANK,2008-06-04,2009-06-18,12.63,121.5,152.49,25502.06,24.45,Completed
HDFCBANK,2011-12-20,2012-03-27,3.27,207.1,259.42,25265.56,131.41,Completed
HDFCBANK,2013-08-29,2014-03-14,6.57,286.02,366.08,27987.07,57.96,Completed
HDFCBANK,2020-04-08,2020-10-15,6.33,888.9,1169.25,31538.98,69.32,Completed
HDFCBANK,2022-03-09,2022-11-10,8.2,1371.15,1524.75,11202.27,17.06,Completed
HDFCBANK,2023-09-26,2024-08-01,10.33,1537.65,1638.8,6578.22,7.79,Completed
HDFCLIFE,2018-10-12,2019-06-27,8.6,373.25,455.15,21942.4,32.4,Completed
HDFCLIFE,2020-05-05,2020-12-04,7.1,477.55,643.25,34697.94,66.6,Completed
HDFCLIFE,2022-02-04,2023-07-18,17.63,624.35,656.55,5157.37,3.53,Completed
HDFCLIFE,2024-02-28,2024-09-06,6.37,580.6,738.4,27178.79,58.32,Completed
HEROMOTOCO,2006-07-21,2008-03-10,19.93,709.6,757.15,6700.97,4.04,Completed
HEROMOTOCO,2011-02-03,2011-08-16,6.47,1563.75,1890.3,20882.5,42.88,Completed
HEROMOTOCO,2012-10-03,2013-09-11,11.43,1849.7,2090.35,13010.23,13.9,Completed
HEROMOTOCO,2015-05-04,2015-12-29,7.97,2389.55,2731.9,14326.96,22.69,Completed
HEROMOTOCO,2018-02-06,2021-02-17,36.9,3541.85,3584.0,1190.05,0.39,Completed
HEROMOTOCO,2021-07-12,2022-08-17,13.37,2898.2,2913.45,526.19,0.48,Completed
HEROMOTOCO,2023-02-27,2023-07-25,4.93,2437.55,3140.3,28830.18,86.78,Completed
HEROMOTOCO,2025-01-08,Still Holding,0.0,4138.1,4138.1,0.0,,Holding
HINDALCO,2007-01-15,2007-10-29,9.57,156.16,176.19,12826.46,16.59,Completed
HINDALCO,2008-07-03,2009-09-11,14.5,122.85,124.4,1261.88,1.06,Completed
HINDALCO,2011-06-08,2014-07-17,37.83,183.65,188.65,2722.57,0.87,Completed
HINDALCO,2015-01-16,2016-08-05,18.9,138.55,143.7,3717.07,2.38,Completed
HINDALCO,2018-07-23,2020-11-11,28.07,196.15,204.05,4027.53,1.73,Completed
HINDUNILVR,2006-12-15,2008-03-18,15.3,230.75,231.55,346.7,0.28,Completed
HINDUNILVR,2010-03-11,2010-09-01,5.8,228.8,266.55,16499.12,37.76,Completed
HINDUNILVR,2014-03-03,2014-07-07,4.2,543.2,627.6,15537.55,51.95,Completed
HINDUNILVR,2015-09-23,2016-06-17,8.93,785.0,881.35,12273.88,17.08,Completed
HINDUNILVR,2016-12-23,2017-05-12,4.67,789.5,980.2,24154.53,75.78,Completed
HINDUNILVR,2022-02-08,2022-08-16,6.3,2264.35,2644.5,16788.48,34.95,Completed
HINDUNILVR,2023-11-13,2024-08-23,9.47,2478.15,2815.6,13617.02,17.83,Completed
ICICIBANK,2008-06-06,2009-07-20,13.63,139.89,142.68,1995.06,1.78,Completed
ICICIBANK,2011-08-02,2012-09-17,13.73,185.76,192.85,3812.27,3.37,Completed
ICICIBANK,2013-07-25,2014-03-28,8.2,169.97,228.95,34695.4,55.57,Completed
ICICIBANK,2015-06-12,2017-05-04,23.07,269.05,270.73,625.11,0.33,Completed
ICICIBANK,2018-06-26,2018-11-05,4.4,288.1,349.65,21364.1,70.81,Completed
ICICIBANK,2020-05-18,2020-11-20,6.2,298.5,480.2,60871.03,154.21,Completed
ICICIBANK,2022-06-10,2022-08-24,2.5,720.0,873.3,21291.66,155.85,Completed
ITC,2007-03-15,2007-09-28,6.57,49.1,63.27,28852.69,59.95,Completed
ITC,2008-10-08,2009-05-18,7.4,55.27,68.92,24698.43,43.75,Completed
ITC,2014-01-02,2014-05-12,4.33,209.97,239.43,14033.98,44.59,Completed
ITC,2015-05-07,2016-06-28,13.93,215.03,245.67,14245.85,12.33,Completed
ITC,2017-11-16,2018-05-18,6.1,255.1,282.3,10662.48,22.39,Completed
ITC,2019-02-12,2022-05-19,39.73,275.3,275.65,127.14,0.04,Completed
ITC,2024-02-29,2024-08-09,5.4,406.3,495.9,22052.67,56.67,Completed
INDUSINDBK,2006-01-23,2007-01-04,11.53,53.85,56.25,4456.83,4.71,Completed
INDUSINDBK,2008-06-06,2009-06-23,12.73,70.05,89.5,27765.88,26.38,Completed
INDUSINDBK,2012-01-06,2012-02-07,1.07,240.9,302.95,25757.58,1265.56,Completed
INDUSINDBK,2014-02-13,2014-03-31,1.53,373.95,501.85,34202.43,932.17,Completed
INDUSINDBK,2019-01-17,2023-12-14,59.73,1523.0,1551.7,1884.44,0.38,Completed
INDUSINDBK,2024-07-19,Still Holding,5.77,1432.45,981.05,-31512.44,,Holding
INFY,2007-06-22,2009-07-20,25.3,243.85,246.43,1055.98,0.51,Completed
INFY,2011-06-02,2012-02-17,8.67,350.38,368.48,5164.02,7.32,Completed
INFY,2012-07-18,2013-01-29,6.5,272.36,349.88,28459.32,59.8,Completed
INFY,2016-09-23,2018-01-16,16.0,521.28,561.42,7702.26,5.8,Completed
INFY,2020-04-01,2020-08-12,4.43,602.8,954.95,58419.05,253.46,Completed
INFY,2022-05-26,2023-02-09,8.63,1423.95,1617.0,13557.36,19.62,Completed
INFY,2023-04-21,2023-12-06,7.63,1227.35,1474.3,20120.59,33.94,Completed
JSWSTEEL,2005-11-02,2006-10-03,11.17,21.24,28.92,36166.71,39.98,Completed
JSWSTEEL,2008-08-13,2009-09-15,13.27,76.63,76.75,150.08,0.14,Completed
JSWSTEEL,2011-02-25,2013-01-18,23.1,86.43,86.98,636.36,0.33,Completed
JSWSTEEL,2013-06-24,2013-12-05,5.47,67.46,93.25,38222.66,105.53,Completed
JSWSTEEL,2015-01-19,2015-12-17,11.07,97.67,104.78,7285.1,8.04,Completed
JSWSTEEL,2019-02-04,2020-02-19,12.67,273.5,280.85,2687.39,2.58,Completed
JSWSTEEL,2020-04-27,2020-10-01,5.23,157.3,282.05,79307.05,288.66,Completed
JSWSTEEL,2022-01-11,2022-11-22,10.5,645.7,708.25,9687.16,11.31,Completed
KOTAKBANK,2008-06-06,2009-06-29,12.93,159.6,167.81,5145.67,4.83,Completed
KOTAKBANK,2016-03-01,2016-05-13,2.43,638.45,708.25,10932.73,68.0,Completed
KOTAKBANK,2020-05-07,2020-11-12,6.3,1199.8,1754.75,46253.54,108.38,Completed
KOTAKBANK,2021-07-23,2021-10-28,3.23,1722.95,2098.5,21796.92,110.01,Completed
KOTAKBANK,2022-04-07,2022-11-11,7.27,1766.45,1899.1,7509.41,12.89,Completed
KOTAKBANK,2023-03-17,2024-10-01,18.8,1693.1,1879.4,11003.49,6.99,Completed
LT,2008-06-03,2009-06-25,12.9,632.69,679.71,7432.12,7.0,Completed
LT,2011-03-10,2012-09-21,18.7,690.76,704.56,1997.81,1.3,Completed
LT,2013-06-12,2014-02-28,8.7,620.71,739.77,19180.51,27.81,Completed
LT,2015-10-30,2016-07-15,8.63,940.5,1057.23,12411.83,17.93,Completed
LT,2018-10-08,2018-12-19,2.4,1215.35,1434.75,18052.42,131.94,Completed
LT,2019-12-26,2020-12-18,11.93,1279.3,1281.55,175.88,0.18,Completed
LT,2022-06-07,2022-11-01,4.9,1589.45,2024.45,27367.96,82.33,Completed
M&M,2007-06-27,2008-01-04,6.37,179.81,205.94,14529.02,29.59,Completed
M&M,2008-03-14,2009-06-10,15.1,162.3,191.77,18160.81,14.39,Completed
M&M,2012-03-22,2012-08-29,5.33,343.0,385.9,12507.29,30.84,Completed
M&M,2015-03-09,2015-08-07,5.03,603.4,695.15,15205.5,40.8,Completed
M&M,2016-02-09,2016-06-08,4.0,591.6,693.15,17165.32,61.91,Completed
M&M,2016-12-27,2017-06-09,5.47,583.62,713.35,22227.45,56.32,Completed
M&M,2019-01-02,2020-12-02,23.33,741.7,753.6,1604.42,0.83,Completed
M&M,2021-09-15,2022-01-28,4.5,755.1,869.65,15170.18,46.5,Completed
MARUTI,2007-04-20,2007-10-16,5.97,778.6,1184.7,52157.72,135.35,Completed
MARUTI,2008-04-07,2009-04-28,12.87,759.65,803.15,5726.32,5.41,Completed
MARUTI,2010-04-30,2010-10-26,5.97,1279.7,1566.8,22434.95,51.09,Completed
MARUTI,2011-03-15,2012-04-13,13.17,1214.15,1322.75,8944.53,8.24,Completed
MARUTI,2016-04-05,2016-08-22,4.63,3554.85,4837.75,36088.72,124.6,Completed
MARUTI,2018-10-03,2020-01-10,15.47,7246.0,7330.5,1166.16,0.92,Completed
MARUTI,2020-05-04,2020-10-06,5.17,4886.3,6892.4,41055.61,124.8,Completed
MARUTI,2021-09-21,2021-11-08,1.6,6777.0,7684.6,13392.36,160.05,Completed
MARUTI,2023-03-24,2023-06-14,2.73,8242.9,9532.5,15644.97,90.98,Completed
MARUTI,2024-11-29,Still Holding,1.33,11074.2,11822.0,6752.63,,Holding
NTPC,2008-05-23,2009-04-13,10.83,147.33,160.17,8710.41,9.83,Completed
NTPC,2010-05-19,2022-09-14,150.03,168.17,172.35,2487.61,0.2,Completed
NESTLEIND,2010-01-08,2010-10-12,9.23,249.46,329.9,32245.01,44.52,Completed
NESTLEIND,2014-04-11,2014-09-08,5.0,482.96,639.98,32511.67,98.37,Completed
NESTLEIND,2015-09-03,2016-07-15,10.53,603.54,663.29,9899.84,11.52,Completed
NESTLEIND,2017-01-19,2017-06-09,4.7,591.15,666.75,12789.58,36.55,Completed
NESTLEIND,2022-03-25,2022-10-25,7.13,1716.12,2028.24,18187.54,32.98,Completed
NESTLEIND,2024-11-06,Still Holding,2.1,2275.6,2219.9,-2447.71,,Holding
ONGC,2008-05-27,2009-07-02,13.37,147.41,187.77,27378.59,24.64,Completed
ONGC,2010-04-13,2010-08-12,4.03,173.39,211.07,21733.07,80.98,Completed
ONGC,2011-02-24,2012-07-25,17.23,176.63,189.2,7114.55,4.97,Completed
ONGC,2013-09-27,2014-03-27,6.03,182.93,220.67,20626.82,45.96,Completed
ONGC,2015-02-25,2024-01-04,107.83,211.43,214.65,1521.36,0.17,Completed
ONGC,2024-12-31,Still Holding,0.27,239.25,271.33,13408.56,,Holding
POWERGRID,2008-10-31,2009-04-27,5.93,39.29,54.42,38511.09,95.04,Completed
POWERGRID,2010-04-19,2011-06-30,14.57,60.5,61.59,1813.11,1.51,Completed
POWERGRID,2011-12-12,2012-03-02,2.7,54.34,63.14,16200.83,96.72,Completed
POWERGRID,2013-03-18,2014-05-12,14.0,61.17,62.72,2528.74,2.19,Completed
POWERGRID,2015-08-07,2016-04-13,8.33,78.53,81.56,3868.2,5.7,Completed
POWERGRID,2018-01-10,2019-06-27,17.77,112.42,116.83,3927.95,2.67,Completed
POWERGRID,2020-02-19,2020-12-09,9.8,105.47,108.39,2773.34,3.45,Completed
POWERGRID,2022-12-22,2023-03-21,2.97,161.25,167.36,3790.7,16.48,Completed
RELIANCE,2008-06-06,2009-06-10,12.3,255.84,265.18,3649.77,3.61,Completed
RELIANCE,2010-08-19,2014-05-09,45.3,223.37,228.03,2087.6,0.56,Completed
RELIANCE,2014-12-17,2015-12-11,11.97,198.75,217.83,9597.47,9.77,Completed
RELIANCE,2023-02-10,2023-08-10,6.03,1078.36,1268.22,17606.43,38.69,Completed
RELIANCE,2024-11-18,Still Holding,1.7,1260.75,1265.5,376.76,,Holding
SBILIFE,2018-09-04,2019-05-23,8.7,664.85,671.4,985.19,1.38,Completed
SBILIFE,2022-05-16,2022-08-30,3.53,1044.65,1329.1,27229.21,129.16,Completed
SBILIFE,2023-03-27,2023-08-23,4.97,1099.3,1300.25,18279.81,50.87,Completed
SHRIRAMFIN,2008-07-18,2009-07-03,11.67,272.19,298.93,9826.37,10.27,Completed
SHRIRAMFIN,2011-06-09,2012-10-05,16.13,624.02,629.92,944.65,0.71,Completed
SHRIRAMFIN,2013-08-14,2014-04-01,7.67,621.3,735.49,18379.98,30.7,Completed
SHRIRAMFIN,2015-08-14,2016-05-16,9.2,845.2,1044.17,23540.27,32.26,Completed
SHRIRAMFIN,2016-12-27,2017-09-12,8.63,787.62,1045.19,32702.43,48.99,Completed
SHRIRAMFIN,2018-09-12,2020-02-17,17.43,1147.15,1246.39,8650.79,5.96,Completed
SHRIRAMFIN,2020-04-08,2020-12-04,8.0,580.18,1003.1,72895.05,129.95,Completed
SHRIRAMFIN,2022-02-07,2022-09-06,7.03,1218.8,1384.75,13615.85,24.71,Completed
SBIN,2006-06-23,2006-11-10,4.67,71.96,106.99,48678.94,181.24,Completed
SBIN,2008-06-04,2009-06-26,12.9,133.12,174.93,31399.06,29.38,Completed
SBIN,2011-06-02,2012-12-31,19.27,233.42,238.55,2197.76,1.38,Completed
SBIN,2013-06-18,2014-04-23,10.3,204.36,206.52,1056.96,1.25,Completed
SBIN,2015-07-20,2016-09-08,13.87,267.45,268.35,336.51,0.3,Completed
SBIN,2018-04-20,2019-01-04,8.63,241.2,297.65,23403.81,34.5,Completed
SBIN,2020-03-11,2020-12-03,8.9,245.1,256.3,4569.56,6.3,Completed
SUNPHARMA,2008-12-15,2009-10-13,10.07,108.47,139.4,28519.4,35.43,Completed
SUNPHARMA,2015-11-13,2021-07-30,69.53,740.6,773.95,4503.11,0.77,Completed
TCS,2007-08-10,2009-09-17,25.63,286.12,291.48,1869.81,0.88,Completed
TCS,2011-09-12,2012-02-16,5.23,492.85,612.67,24312.67,65.86,Completed
TCS,2015-11-04,2016-08-08,9.27,1266.9,1324.75,4566.26,6.04,Completed
TCS,2016-11-22,2017-05-26,6.17,1067.5,1289.12,20761.12,45.09,Completed
TCS,2020-03-16,2020-09-02,5.67,1696.4,2265.15,33526.87,86.04,Completed
TCS,2022-06-01,2023-02-13,8.57,3355.2,3482.4,3791.13,5.43,Completed
TATACONSUM,2006-06-14,2007-12-13,18.23,57.73,93.44,61865.58,37.9,Completed
TATACONSUM,2008-07-15,2009-06-04,10.8,70.86,80.29,13292.89,15.1,Completed
TATACONSUM,2011-02-16,2012-03-14,13.07,94.45,120.4,27474.86,25.36,Completed
TATACONSUM,2014-03-27,2014-09-12,5.63,141.8,169.55,19569.82,47.11,Completed
TATACONSUM,2015-04-21,2016-10-05,17.77,150.2,153.3,2063.92,1.41,Completed
TATACONSUM,2018-07-24,2019-07-05,11.53,246.3,266.6,8241.98,8.71,Completed
TATACONSUM,2022-02-24,2022-08-29,6.2,677.7,806.15,18953.82,40.58,Completed
TATACONSUM,2023-02-09,2023-07-18,5.3,721.95,858.7,18941.75,48.91,Completed
TATACONSUM,2024-11-25,Still Holding,1.47,955.7,961.6,617.34,,Holding
TATAMOTORS,2007-05-07,2008-01-01,7.97,139.56,146.09,4675.27,7.23,Completed
TATAMOTORS,2008-03-28,2009-11-16,19.93,123.8,125.62,1469.78,0.89,Completed
TATAMOTORS,2011-06-15,2012-02-16,8.2,196.72,272.97,38761.76,62.59,Completed
TATAMOTORS,2015-07-03,2016-06-07,11.33,433.15,463.05,6902.92,7.43,Completed
TATAMOTORS,2017-04-12,2021-10-18,55.0,464.55,509.6,9697.56,2.07,Completed
TATAMOTORS,2022-06-21,2023-05-15,10.93,397.6,530.85,33513.57,37.94,Completed
TATAMOTORS,2024-11-27,Still Holding,1.4,783.95,794.95,1403.15,,Holding
TATASTEEL,2006-11-23,2007-07-05,7.47,39.67,46.76,17866.47,30.72,Completed
TATASTEEL,2008-07-30,2010-01-04,17.43,60.04,60.38,571.3,0.4,Completed
TATASTEEL,2011-06-02,2014-06-09,36.77,54.77,54.81,60.88,0.02,Completed
TATASTEEL,2015-01-07,2016-08-17,19.6,37.05,37.33,758.56,0.47,Completed
TATASTEEL,2018-05-24,2020-11-24,30.5,54.82,54.83,18.25,0.01,Completed
TATASTEEL,2022-06-09,2023-01-19,7.47,104.49,123.55,18246.64,31.4,Completed
TATASTEEL,2024-11-13,Still Holding,1.87,139.17,132.64,-4692.1,,Holding
TECHM,2007-08-23,2013-07-26,72.13,303.69,304.44,246.96,0.04,Completed
TECHM,2015-06-29,2017-11-28,29.43,483.35,499.7,3382.64,1.38,Completed
TECHM,2020-05-04,2020-10-13,5.4,502.45,868.2,72793.31,242.9,Completed
TECHM,2022-05-19,2023-03-13,9.93,1108.35,1133.8,2296.21,2.82,Completed
TITAN,2008-04-04,2009-07-15,15.57,49.12,58.69,19487.99,14.93,Completed
TITAN,2011-12-28,2012-05-08,4.4,173.75,245.1,41064.75,158.92,Completed
TITAN,2013-09-02,2014-05-09,8.3,230.6,277.5,20338.24,31.18,Completed
TITAN,2015-07-06,2016-02-15,7.47,355.85,358.7,800.9,1.31,Completed
TITAN,2018-10-01,2019-02-12,4.47,809.75,1066.25,31676.44,111.6,Completed
TITAN,2020-03-27,2020-10-15,6.73,937.05,1213.6,29512.83,59.57,Completed
TITAN,2022-06-24,2022-11-02,4.37,2045.6,2728.45,33381.4,123.12,Completed
TITAN,2024-08-06,Still Holding,5.17,3335.1,3484.05,4466.13,,Holding
TRENT,2006-06-29,2006-12-18,5.73,56.22,70.56,25498.9,61.93,Completed
