Stock,Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
BAJAJFINSV,2022-05-02,2023-09-28,17.13,1495.74,1539.7,2938.67,2.08,Completed
BAJAJFINSV,2024-08-19,2024-09-20,1.07,1551.1,1916.8,23576.82,1018.55,Completed
BAJAJHLDNG,2020-10-30,2020-12-10,1.37,2306.7,3048.75,32169.34,1097.73,Completed
BANKBARODA,2020-10-30,2020-12-28,1.97,41.7,62.4,49640.29,1110.4,Completed
BANKBARODA,2024-10-15,Still Holding,2.9,243.81,225.4,-7550.96,,Holding
BHEL,2022-02-16,2022-10-19,8.17,55.1,67.55,22595.29,35.46,Completed
BHEL,2024-12-13,Still Holding,0.93,242.75,204.49,-15761.07,,Holding
BPCL,2021-11-29,2023-05-08,17.5,183.73,183.85,68.04,0.05,Completed
BHARTIARTL,2022-07-11,2022-10-18,3.3,660.55,783.15,18560.3,87.33,Completed
BOSCHLTD,2022-04-25,2023-01-10,8.67,14160.45,17405.7,22917.7,33.6,Completed
BRITANNIA,2021-02-17,2021-08-20,6.13,3364.0,3895.95,15813.02,33.81,Completed
BRITANNIA,2022-02-17,2022-08-29,6.43,3464.1,3707.65,7030.68,13.71,Completed
CANBK,2020-10-30,2020-12-22,1.77,17.24,23.04,33642.7,636.82,Completed
CANBK,2024-10-25,Still Holding,2.57,94.24,92.83,-1496.18,,Holding
COALINDIA,2024-12-26,Still Holding,0.5,386.6,368.5,-4681.84,,Holding
DLF,2022-05-13,2022-11-14,6.17,318.9,406.5,27469.43,61.42,Completed
DLF,2024-11-19,Still Holding,1.73,763.15,752.15,-1441.39,,Holding
DABUR,2022-02-18,2024-06-28,28.7,547.8,600.7,9656.81,3.99,Completed
DABUR,2025-01-06,Still Holding,0.13,504.85,517.9,2584.93,,Holding
DIVISLAB,2022-02-25,2024-05-27,27.4,4138.35,4255.25,2824.79,1.24,Completed
DRREDDY,2021-11-24,2023-03-31,16.4,919.61,924.55,537.18,0.4,Completed
EICHERMOT,2022-03-25,2022-07-25,4.07,2336.85,3086.7,32088.06,129.93,Completed
EICHERMOT,2023-03-27,2023-11-03,7.37,2885.55,3428.0,18798.84,32.91,Completed
GAIL,2020-10-30,2020-12-14,1.5,56.5,83.63,48023.6,2307.54,Completed
GAIL,2021-12-14,2023-03-01,14.73,90.2,103.4,14634.15,11.94,Completed
GAIL,2025-01-10,Still Holding,0.0,179.58,179.58,0.0,,Holding
GODREJCP,2022-02-17,2023-01-16,11.1,832.95,924.25,10961.04,12.08,Completed
GODREJCP,2024-12-27,Still Holding,0.47,1067.8,1174.3,9973.78,,Holding
GRASIM,2022-05-31,2022-11-14,5.57,1422.94,1741.58,22392.54,55.52,Completed
HCLTECH,2022-05-13,2023-01-27,8.63,1052.15,1115.6,6030.5,8.6,Completed
HDFCBANK,2022-03-09,2022-11-10,8.2,1371.15,1524.75,11202.27,17.06,Completed
HDFCBANK,2023-09-26,2024-08-01,10.33,1537.65,1638.8,6578.22,7.79,Completed
HDFCLIFE,2022-02-04,2023-07-18,17.63,624.35,656.55,5157.37,3.53,Completed
HDFCLIFE,2024-02-28,2024-09-06,6.37,580.6,738.4,27178.79,58.32,Completed
HEROMOTOCO,2021-07-12,2022-08-17,13.37,2898.2,2913.45,526.19,0.48,Completed
HEROMOTOCO,2023-02-27,2023-07-25,4.93,2437.55,3140.3,28830.18,86.78,Completed
HEROMOTOCO,2025-01-08,Still Holding,0.07,4138.1,4122.2,-384.23,,Holding
HAL,2025-01-08,Still Holding,0.07,4109.8,4000.5,-2659.49,,Holding
HINDUNILVR,2022-02-08,2022-08-16,6.3,2264.35,2644.5,16788.48,34.95,Completed
HINDUNILVR,2023-11-13,2024-08-23,9.47,2478.15,2815.6,13617.02,17.83,Completed
ICICIBANK,2022-06-10,2022-08-24,2.5,720.0,873.3,21291.66,155.85,Completed
ICICIGI,2022-01-27,2023-07-28,18.23,1373.2,1373.75,40.06,0.03,Completed
ICICIPRULI,2022-02-08,2023-07-25,17.73,515.9,577.0,11843.38,7.98,Completed
ITC,2020-10-30,2020-12-23,1.8,165.25,207.75,25718.61,369.75,Completed
ITC,2024-02-29,2024-08-09,5.4,406.3,495.9,22052.67,56.67,Completed
IOC,2022-06-23,2023-02-17,7.97,71.53,80.55,12604.85,19.88,Completed
IOC,2024-11-08,Still Holding,2.1,140.34,130.28,-7168.3,,Holding
IRCTC,2022-06-06,2023-09-11,15.4,657.9,717.4,9043.93,7.08,Completed
IRCTC,2024-10-16,Still Holding,2.87,892.6,779.15,-12710.06,,Holding
IRFC,2022-02-21,2022-11-22,9.13,22.05,28.95,31292.53,43.72,Completed
IRFC,2025-01-10,Still Holding,0.0,135.71,135.71,0.0,,Holding
INDUSINDBK,2022-03-14,2022-08-26,5.5,907.6,1069.75,17865.8,43.85,Completed
INDUSINDBK,2024-07-19,Still Holding,5.83,1432.45,937.6,-34545.71,,Holding
NAUKRI,2022-03-07,2023-07-13,16.43,4287.9,4625.5,7873.32,5.77,Completed
INFY,2022-05-26,2023-02-09,8.63,1423.95,1617.0,13557.36,19.62,Completed
INFY,2023-04-21,2023-12-06,7.63,1227.35,1474.3,20120.59,33.94,Completed
INDIGO,2022-05-11,2023-01-05,7.97,1678.9,2037.55,21362.2,34.4,Completed
JSWENERGY,2022-05-31,2023-08-18,14.8,276.65,362.35,30977.77,24.84,Completed
JSWSTEEL,2022-01-11,2022-11-22,10.5,645.7,708.25,9687.16,11.31,Completed
JINDALSTEL,2021-12-29,2022-02-28,2.03,376.15,424.85,12946.97,107.2,Completed
JIOFIN,2024-11-21,Still Holding,1.67,314.2,280.55,-10709.75,,Holding
KOTAKBANK,2021-07-23,2021-10-28,3.23,1722.95,2098.5,21796.92,110.01,Completed
KOTAKBANK,2022-04-07,2022-11-11,7.27,1766.45,1899.1,7509.41,12.89,Completed
KOTAKBANK,2023-03-17,2024-10-01,18.8,1693.1,1879.4,11003.49,6.99,Completed
LTIM,2022-05-19,2023-03-31,10.53,3991.85,4759.65,19234.18,22.53,Completed
LTIM,2024-05-31,2024-10-08,4.33,4701.9,6376.8,35621.77,135.26,Completed
LT,2022-06-07,2022-11-01,4.9,1589.45,2024.45,27367.96,82.33,Completed
LICI,2023-03-10,2023-12-14,9.3,595.5,815.25,36901.76,50.82,Completed
LICI,2025-01-02,Still Holding,0.27,902.35,839.5,-6965.14,,Holding
LODHA,2022-05-26,2023-07-12,13.73,439.55,683.3,55454.44,47.82,Completed
M&M,2021-09-15,2022-01-28,4.5,755.1,869.65,15170.18,46.5,Completed
MARUTI,2021-09-21,2021-11-08,1.6,6777.0,7684.6,13392.36,160.05,Completed
MARUTI,2023-03-24,2023-06-14,2.73,8242.9,9532.5,15644.97,90.98,Completed
MARUTI,2024-11-29,Still Holding,1.4,11074.2,11631.1,5028.8,,Holding
NHPC,2024-11-19,Still Holding,1.73,80.01,76.6,-4261.97,,Holding
NESTLEIND,2022-03-25,2022-10-25,7.13,1716.12,2028.24,18187.54,32.98,Completed
NESTLEIND,2024-11-06,Still Holding,2.17,2275.6,2247.9,-1217.27,,Holding
ONGC,2020-10-30,2020-12-28,1.97,64.9,93.8,44530.05,876.27,Completed
ONGC,2022-07-26,2023-02-17,6.87,128.2,156.6,22152.89,42.55,Completed
ONGC,2024-12-31,Still Holding,0.33,239.25,263.02,9935.21,,Holding
PIDILITIND,2022-06-09,2022-12-02,5.87,2096.55,2736.2,30509.64,73.71,Completed
PFC,2022-02-24,2022-12-06,9.5,89.24,110.36,23666.52,31.26,Completed
POWERGRID,2022-12-22,2023-03-21,2.97,161.25,167.36,3790.7,16.48,Completed
PNB,2020-10-30,2021-02-17,3.67,26.75,41.7,55887.85,336.3,Completed
PNB,2022-03-07,2022-11-11,8.3,34.2,44.75,30847.95,48.31,Completed
PNB,2024-10-10,Still Holding,3.07,103.69,98.64,-4870.29,,Holding
RECLTD,2022-02-21,2022-11-17,8.97,94.12,100.3,6560.43,9.0,Completed
RELIANCE,2023-02-10,2023-08-10,6.03,1078.36,1268.22,17606.43,38.69,Completed
RELIANCE,2024-11-18,Still Holding,1.77,1260.75,1241.9,-1495.14,,Holding
SBILIFE,2022-05-16,2022-08-30,3.53,1044.65,1329.1,27229.21,129.16,Completed
SBILIFE,2023-03-27,2023-08-23,4.97,1099.3,1300.25,18279.81,50.87,Completed
MOTHERSON,2022-06-17,2023-06-15,12.1,77.47,82.15,6045.61,6.08,Completed
SHREECEM,2021-12-10,2023-02-20,14.57,26406.45,26512.9,403.13,0.34,Completed
SHREECEM,2024-09-18,Still Holding,3.8,25076.65,25738.3,2638.51,,Holding
SHRIRAMFIN,2022-02-07,2022-09-06,7.03,243.76,276.95,13615.86,24.71,Completed
TCS,2022-06-01,2023-02-13,8.57,3355.2,3482.4,3791.13,5.43,Completed
TATACONSUM,2022-02-24,2022-08-29,6.2,677.7,806.15,18953.82,40.58,Completed
TATACONSUM,2023-02-09,2023-07-18,5.3,721.95,858.7,18941.75,48.91,Completed
TATACONSUM,2024-11-25,Still Holding,1.53,955.7,972.8,1789.26,,Holding
TATAMOTORS,2022-06-21,2023-05-15,10.93,397.6,530.85,33513.57,37.94,Completed
TATAMOTORS,2024-11-27,Still Holding,1.47,783.95,774.65,-1186.3,,Holding
TATAPOWER,2022-12-13,2023-08-14,8.13,218.85,231.15,5620.28,8.52,Completed
TATAPOWER,2025-01-08,Still Holding,0.07,374.05,356.35,-4731.98,,Holding
TATASTEEL,2022-06-09,2023-01-19,7.47,104.49,123.55,18246.64,31.4,Completed
TATASTEEL,2024-11-13,Still Holding,1.93,139.17,127.43,-8435.72,,Holding
TECHM,2022-05-19,2023-03-13,9.93,1108.35,1133.8,2296.21,2.82,Completed
TITAN,2022-06-24,2022-11-02,4.37,2045.6,2728.45,33381.4,123.12,Completed
TITAN,2024-08-06,Still Holding,5.23,3335.1,3440.25,3152.83,,Holding
TORNTPHARM,2021-03-18,2021-07-20,4.13,1183.38,1480.75,25129.4,93.46,Completed
TORNTPHARM,2022-03-22,2022-10-11,6.77,1381.1,1588.1,14988.05,28.55,Completed
ULTRACEMCO,2022-03-15,2022-11-18,8.27,6021.25,6814.45,13173.35,19.98,Completed
UNIONBANK,2020-10-30,2021-02-18,3.7,24.05,42.05,74844.08,527.92,Completed
UNIONBANK,2022-05-27,2022-11-01,5.27,35.85,52.6,46722.46,142.45,Completed
UNIONBANK,2024-09-30,Still Holding,3.4,122.77,103.62,-15598.27,,Holding
VEDL,2023-06-23,2024-04-01,9.43,276.2,287.5,4091.23,5.31,Completed
WIPRO,2022-04-25,2024-02-16,22.07,264.67,271.5,2578.64,1.41,Completed
ZOMATO,2022-05-16,2023-07-11,14.03,56.4,76.8,36170.21,30.69,Completed
ZYDUSLIFE,2021-12-03,2023-02-06,14.33,460.45,470.15,2106.63,1.79,Completed
ZYDUSLIFE,2024-12-30,Still Holding,0.37,956.95,1004.4,4958.46,,Holding
