Stock,Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
HDFCBANK,2022-03-09,2022-11-10,8.2,1371.15,1524.75,11202.27,17.06,Completed
HDFCBANK,2023-09-26,2024-08-01,10.33,1537.65,1638.8,6578.22,7.79,Completed
HDFCLIFE,2018-10-12,2019-06-27,8.6,373.25,455.15,21942.4,32.4,Completed
HDFCLIFE,2020-05-05,2020-12-04,7.1,477.55,643.25,34697.94,66.6,Completed
HDFCLIFE,2022-02-04,2023-07-18,17.63,624.35,656.55,5157.37,3.53,Completed
HDFCLIFE,2024-02-28,2024-09-06,6.37,580.6,738.4,27178.79,58.32,Completed
HEROMOTOCO,2018-02-06,2021-02-17,36.9,3541.85,3584.0,1190.05,0.39,Completed
HEROMOTOCO,2021-07-12,2022-08-17,13.37,2898.2,2913.45,526.19,0.48,Completed
HEROMOTOCO,2023-02-27,2023-07-25,4.93,2437.55,3140.3,28830.18,86.78,Completed
HEROMOTOCO,2025-01-08,Still Holding,0.0,4138.1,4138.1,0.0,,Holding
HINDALCO,2015-11-27,2016-06-02,6.27,77.65,106.05,36574.37,83.15,Completed
HINDALCO,2018-07-23,2020-11-11,28.07,196.15,204.05,4027.53,1.73,Completed
HINDUNILVR,2015-11-03,2016-06-17,7.57,804.45,881.35,9559.32,15.81,Completed
HINDUNILVR,2016-12-23,2017-05-12,4.67,789.5,980.2,24154.53,75.78,Completed
HINDUNILVR,2022-02-08,2022-08-16,6.3,2264.35,2644.5,16788.48,34.95,Completed
HINDUNILVR,2023-11-13,2024-08-23,9.47,2478.15,2815.6,13617.02,17.83,Completed
ICICIBANK,2015-11-19,2016-09-08,9.8,242.18,251.23,3734.98,4.66,Completed
ICICIBANK,2018-06-26,2018-11-05,4.4,288.1,349.65,21364.1,70.81,Completed
ICICIBANK,2020-05-18,2020-11-20,6.2,298.5,480.2,60871.03,154.21,Completed
ICICIBANK,2022-06-10,2022-08-24,2.5,720.0,873.3,21291.66,155.85,Completed
ITC,2017-11-16,2018-05-18,6.1,255.1,282.3,10662.48,22.39,Completed
ITC,2019-02-12,2022-05-19,39.73,275.3,275.65,127.14,0.04,Completed
ITC,2024-02-29,2024-08-09,5.4,406.3,495.9,22052.67,56.67,Completed
INDUSINDBK,2019-01-17,2023-12-14,59.73,1523.0,1551.7,1884.44,0.38,Completed
INDUSINDBK,2024-07-19,Still Holding,5.77,1432.45,981.05,-31512.44,,Holding
INFY,2016-09-23,2018-01-16,16.0,521.28,561.42,7702.26,5.8,Completed
INFY,2020-04-01,2020-08-12,4.43,602.8,954.95,58419.05,253.46,Completed
INFY,2022-05-26,2023-02-09,8.63,1423.95,1617.0,13557.36,19.62,Completed
INFY,2023-04-21,2023-12-06,7.63,1227.35,1474.3,20120.59,33.94,Completed
JSWSTEEL,2019-02-04,2020-02-19,12.67,273.5,280.85,2687.39,2.58,Completed
JSWSTEEL,2020-04-27,2020-10-01,5.23,157.3,282.05,79307.05,288.66,Completed
JSWSTEEL,2022-01-11,2022-11-22,10.5,645.7,708.25,9687.16,11.31,Completed
KOTAKBANK,2016-03-01,2016-05-13,2.43,638.45,708.25,10932.73,68.0,Completed
KOTAKBANK,2020-05-07,2020-11-12,6.3,1199.8,1754.75,46253.54,108.38,Completed
KOTAKBANK,2021-07-23,2021-10-28,3.23,1722.95,2098.5,21796.92,110.01,Completed
KOTAKBANK,2022-04-07,2022-11-11,7.27,1766.45,1899.1,7509.41,12.89,Completed
KOTAKBANK,2023-03-17,2024-10-01,18.8,1693.1,1879.4,11003.49,6.99,Completed
LT,2015-11-03,2016-07-15,8.5,915.53,1057.23,15477.31,22.87,Completed
LT,2018-10-08,2018-12-19,2.4,1215.35,1434.75,18052.42,131.94,Completed
LT,2019-12-26,2020-12-18,11.93,1279.3,1281.55,175.88,0.18,Completed
LT,2022-06-07,2022-11-01,4.9,1589.45,2024.45,27367.96,82.33,Completed
M&M,2016-02-09,2016-06-08,4.0,591.6,693.15,17165.32,61.91,Completed
M&M,2016-12-27,2017-06-09,5.47,583.62,713.35,22227.45,56.32,Completed
M&M,2019-01-02,2020-12-02,23.33,741.7,753.6,1604.42,0.83,Completed
M&M,2021-09-15,2022-01-28,4.5,755.1,869.65,15170.18,46.5,Completed
MARUTI,2016-04-05,2016-08-22,4.63,3554.85,4837.75,36088.72,124.6,Completed
MARUTI,2018-10-03,2020-01-10,15.47,7246.0,7330.5,1166.16,0.92,Completed
MARUTI,2020-05-04,2020-10-06,5.17,4886.3,6892.4,41055.61,124.8,Completed
MARUTI,2021-09-21,2021-11-08,1.6,6777.0,7684.6,13392.36,160.05,Completed
MARUTI,2023-03-24,2023-06-14,2.73,8242.9,9532.5,15644.97,90.98,Completed
MARUTI,2024-11-29,Still Holding,1.33,11074.2,11822.0,6752.63,,Holding
NTPC,2018-06-25,2019-07-01,12.37,128.88,142.55,10611.06,10.43,Completed
NTPC,2019-11-07,2021-06-16,19.57,119.55,119.8,209.12,0.13,Completed
NESTLEIND,2015-12-15,2016-07-15,7.1,583.86,663.29,13605.14,24.43,Completed
NESTLEIND,2017-01-19,2017-06-09,4.7,591.15,666.75,12789.58,36.55,Completed
NESTLEIND,2022-03-25,2022-10-25,7.13,1716.12,2028.24,18187.54,32.98,Completed
NESTLEIND,2024-11-06,Still Holding,2.1,2275.6,2219.9,-2447.71,,Holding
ONGC,2015-11-24,2016-09-01,9.4,155.2,157.73,1632.31,2.12,Completed
ONGC,2017-06-22,2018-01-02,6.47,160.45,196.85,22686.2,46.91,Completed
ONGC,2018-06-22,2019-06-20,12.1,159.55,172.0,7803.19,7.85,Completed
ONGC,2019-10-01,2021-09-15,23.83,128.2,128.45,195.01,0.1,Completed
ONGC,2022-07-26,2023-02-17,6.87,128.2,156.6,22152.89,42.55,Completed
ONGC,2024-12-31,Still Holding,0.27,239.25,271.33,13408.56,,Holding
POWERGRID,2015-12-04,2016-04-13,4.37,73.55,81.56,10898.67,33.41,Completed
POWERGRID,2018-01-10,2019-06-27,17.77,112.42,116.83,3927.95,2.67,Completed
POWERGRID,2020-02-19,2020-12-09,9.8,105.47,108.39,2773.34,3.45,Completed
POWERGRID,2022-12-22,2023-03-21,2.97,161.25,167.36,3790.7,16.48,Completed
RELIANCE,2023-02-10,2023-08-10,6.03,1078.36,1268.22,17606.43,38.69,Completed
RELIANCE,2024-11-18,Still Holding,1.7,1260.75,1265.5,376.76,,Holding
SBILIFE,2018-09-04,2019-05-23,8.7,664.85,671.4,985.19,1.38,Completed
SBILIFE,2022-05-16,2022-08-30,3.53,1044.65,1329.1,27229.21,129.16,Completed
SBILIFE,2023-03-27,2023-08-23,4.97,1099.3,1300.25,18279.81,50.87,Completed
SHRIRAMFIN,2016-01-07,2016-05-16,4.33,800.48,1044.17,30442.46,110.89,Completed
SHRIRAMFIN,2016-12-27,2017-09-12,8.63,787.62,1045.19,32702.43,48.99,Completed
SHRIRAMFIN,2018-09-12,2020-02-17,17.43,1147.15,1246.39,8650.79,5.96,Completed
SHRIRAMFIN,2020-04-08,2020-12-04,8.0,580.18,1003.1,72895.05,129.95,Completed
SHRIRAMFIN,2022-02-07,2022-09-06,7.03,1218.8,1384.75,13615.85,24.71,Completed
SBIN,2015-12-03,2016-08-17,8.6,241.1,246.25,2136.04,3.04,Completed
SBIN,2018-04-20,2019-01-04,8.63,241.2,297.65,23403.81,34.5,Completed
SBIN,2020-03-11,2020-12-03,8.9,245.1,256.3,4569.56,6.3,Completed
SUNPHARMA,2015-11-13,2021-07-30,69.53,740.6,773.95,4503.11,0.77,Completed
TCS,2015-11-04,2016-08-08,9.27,1266.9,1324.75,4566.26,6.04,Completed
TCS,2016-11-22,2017-05-26,6.17,1067.5,1289.12,20761.12,45.09,Completed
TCS,2020-03-16,2020-09-02,5.67,1696.4,2265.15,33526.87,86.04,Completed
TCS,2022-06-01,2023-02-13,8.57,3355.2,3482.4,3791.13,5.43,Completed
TATACONSUM,2016-02-16,2016-08-23,6.3,102.65,139.6,35996.11,81.08,Completed
TATACONSUM,2018-07-24,2019-07-05,11.53,246.3,266.6,8241.98,8.71,Completed
TATACONSUM,2022-02-24,2022-08-29,6.2,677.7,806.15,18953.82,40.58,Completed
TATACONSUM,2023-02-09,2023-07-18,5.3,721.95,858.7,18941.75,48.91,Completed
TATACONSUM,2024-11-25,Still Holding,1.47,955.7,961.6,617.34,,Holding
TATAMOTORS,2016-02-09,2016-06-07,3.97,310.65,463.05,49058.42,240.19,Completed
TATAMOTORS,2017-04-12,2021-10-18,55.0,464.55,509.6,9697.56,2.07,Completed
TATAMOTORS,2022-06-21,2023-05-15,10.93,397.6,530.85,33513.57,37.94,Completed
TATAMOTORS,2024-11-27,Still Holding,1.4,783.95,794.95,1403.15,,Holding
TATASTEEL,2015-11-24,2016-04-04,4.4,21.37,30.52,42790.29,167.77,Completed
TATASTEEL,2018-05-24,2020-11-24,30.5,54.82,54.83,18.25,0.01,Completed
TATASTEEL,2022-06-09,2023-01-19,7.47,104.49,123.55,18246.64,31.4,Completed
TATASTEEL,2024-11-13,Still Holding,1.87,139.17,132.64,-4692.1,,Holding
TECHM,2015-12-18,2018-01-05,24.97,523.25,525.45,420.45,0.2,Completed
TECHM,2020-05-04,2020-10-13,5.4,502.45,868.2,72793.31,242.9,Completed
TECHM,2022-05-19,2023-03-13,9.93,1108.35,1133.8,2296.21,2.82,Completed
TITAN,2018-10-01,2019-02-12,4.47,809.75,1066.25,31676.44,111.6,Completed
TITAN,2020-03-27,2020-10-15,6.73,937.05,1213.6,29512.83,59.57,Completed
TITAN,2022-06-24,2022-11-02,4.37,2045.6,2728.45,33381.4,123.12,Completed
TITAN,2024-08-06,Still Holding,5.17,3335.1,3484.05,4466.13,,Holding
ULTRACEMCO,2015-12-18,2016-05-12,4.87,2815.1,3227.6,14653.12,40.76,Completed
ULTRACEMCO,2018-05-23,2019-05-24,12.2,3700.8,4800.1,29704.39,29.61,Completed
ULTRACEMCO,2019-12-10,2020-10-12,10.23,4038.65,4306.3,6627.21,7.93,Completed
ULTRACEMCO,2022-03-15,2022-11-18,8.27,6021.25,6814.45,13173.35,19.98,Completed
WIPRO,2015-12-18,2017-06-05,17.83,103.91,104.17,243.6,0.17,Completed
WIPRO,2018-05-25,2018-10-26,5.13,99.23,120.23,21164.02,57.62,Completed
WIPRO,2019-10-07,2020-09-07,11.2,118.53,139.38,17591.22,19.25,Completed
WIPRO,2022-04-25,2024-02-16,22.07,264.67,271.5,2578.64,1.41,Completed
