Stock,Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
BEL,2016-05-24,2016-09-30,4.3,33.6,37.72,12250.87,38.68,Completed
BEL,2018-04-13,2021-03-01,35.1,47.5,48.65,2421.06,0.83,Completed
BHEL,2015-11-05,2023-09-01,95.23,129.6,136.15,5054.0,0.63,Completed
BHEL,2024-12-13,Still Holding,0.93,242.75,204.49,-15761.07,,Holding
BPCL,2016-03-02,2016-06-07,3.23,131.1,162.71,24110.08,125.42,Completed
BPCL,2018-03-27,2019-10-07,18.63,210.38,245.32,16613.19,10.56,Completed
BPCL,2020-05-04,2021-01-08,8.3,173.95,200.07,15018.68,22.77,Completed
BPCL,2021-11-29,2023-05-08,17.5,183.73,183.85,68.04,0.05,Completed
BHARTIARTL,2015-11-19,2016-07-05,7.63,306.02,329.77,7760.26,12.65,Completed
BHARTIARTL,2016-11-11,2017-05-15,6.17,271.64,328.19,20819.51,45.23,Completed
BHARTIARTL,2018-05-11,2019-06-07,13.07,348.43,350.52,600.69,0.56,Completed
BHARTIARTL,2022-07-11,2022-10-18,3.3,660.55,783.15,18560.3,87.33,Completed
BOSCHLTD,2015-11-05,2016-06-29,7.9,19892.6,22686.2,14043.41,22.43,Completed
BOSCHLTD,2017-11-03,2023-11-23,73.7,21047.9,21207.3,757.32,0.12,Completed
BRITANNIA,2016-03-15,2016-08-24,5.4,1379.38,1716.47,24438.6,63.66,Completed
BRITANNIA,2019-07-10,2020-01-27,6.7,2769.55,3174.2,14610.67,28.1,Completed
BRITANNIA,2021-02-17,2021-08-20,6.13,3364.0,3895.95,15813.02,33.81,Completed
BRITANNIA,2022-02-17,2022-08-29,6.43,3464.1,3707.65,7030.68,13.71,Completed
CANBK,2015-11-20,2016-08-24,9.27,52.27,52.73,874.58,1.15,Completed
CANBK,2018-04-20,2019-06-20,14.2,51.74,53.67,3730.18,3.19,Completed
CANBK,2019-09-04,2021-10-14,25.7,38.53,38.71,467.17,0.22,Completed
CANBK,2024-10-25,Still Holding,2.57,94.24,92.83,-1496.18,,Holding
CHOLAFIN,2017-03-10,2017-06-29,3.7,183.07,219.24,19757.47,80.92,Completed
CHOLAFIN,2018-10-17,2019-06-07,7.77,226.18,295.42,30612.8,51.95,Completed
CHOLAFIN,2020-04-20,2020-10-30,6.43,155.75,273.25,75441.41,189.53,Completed
CIPLA,2015-11-23,2018-08-24,33.5,641.45,651.2,1519.99,0.55,Completed
CIPLA,2019-01-11,2020-05-08,16.1,510.2,591.9,16013.33,11.88,Completed
COALINDIA,2015-11-10,2023-11-13,97.5,326.05,349.35,7146.15,0.87,Completed
COALINDIA,2024-12-26,Still Holding,0.5,386.6,368.5,-4681.84,,Holding
DLF,2016-01-07,2016-06-30,5.83,106.8,149.95,40402.61,102.95,Completed
DLF,2018-06-22,2019-12-23,18.3,200.7,227.3,13253.62,8.63,Completed
DLF,2020-07-22,2020-11-26,4.23,142.7,184.45,29257.18,109.08,Completed
DLF,2022-05-13,2022-11-14,6.17,318.9,406.5,27469.43,61.42,Completed
DLF,2024-11-19,Still Holding,1.73,763.15,752.15,-1441.39,,Holding
DABUR,2016-01-15,2016-07-01,5.6,250.3,310.8,24170.99,60.06,Completed
DABUR,2017-01-20,2017-07-05,5.53,275.9,297.85,7955.79,18.33,Completed
DABUR,2019-05-16,2019-10-14,5.03,361.05,455.0,26021.33,74.9,Completed
DABUR,2022-02-18,2024-06-28,28.7,547.8,600.7,9656.81,3.99,Completed
DABUR,2025-01-06,Still Holding,0.13,504.85,517.9,2584.93,,Holding
DIVISLAB,2017-01-25,2017-10-27,9.17,673.3,871.1,29377.69,40.76,Completed
DIVISLAB,2022-02-25,2024-05-27,27.4,4138.35,4255.25,2824.79,1.24,Completed
DRREDDY,2016-01-19,2016-12-08,10.8,583.1,642.34,10159.5,11.52,Completed
DRREDDY,2017-01-13,2020-01-17,36.63,595.95,606.87,1832.37,0.6,Completed
DRREDDY,2021-11-24,2023-03-31,16.4,919.61,924.55,537.18,0.4,Completed
EICHERMOT,2018-02-21,2021-01-08,35.07,2736.57,2760.85,887.06,0.31,Completed
EICHERMOT,2022-03-25,2022-07-25,4.07,2336.85,3086.7,32088.06,129.93,Completed
EICHERMOT,2023-03-27,2023-11-03,7.37,2885.55,3428.0,18798.84,32.91,Completed
GAIL,2019-02-11,2021-06-07,28.23,109.47,112.23,2527.4,1.08,Completed
GAIL,2021-12-14,2023-03-01,14.73,90.2,103.4,14634.15,11.94,Completed
GAIL,2025-01-10,Still Holding,0.0,179.58,179.58,0.0,,Holding
GODREJCP,2019-03-25,2020-01-15,9.87,689.55,762.45,10572.12,13.19,Completed
GODREJCP,2020-04-27,2020-09-28,5.13,536.95,713.25,32833.59,96.0,Completed
GODREJCP,2022-02-17,2023-01-16,11.1,832.95,924.25,10961.04,12.08,Completed
GODREJCP,2024-12-27,Still Holding,0.47,1067.8,1174.3,9973.78,,Holding
GRASIM,2018-04-24,2021-02-01,33.8,1076.12,1121.19,4188.26,1.49,Completed
GRASIM,2022-05-31,2022-11-14,5.57,1422.94,1741.58,22392.54,55.52,Completed
HCLTECH,2015-11-10,2017-01-23,14.67,425.65,428.65,704.8,0.58,Completed
HCLTECH,2022-05-13,2023-01-27,8.63,1052.15,1115.6,6030.5,8.6,Completed
HDFCBANK,2020-04-08,2020-10-15,6.33,888.9,1169.25,31538.98,69.32,Completed
HDFCBANK,2022-03-09,2022-11-10,8.2,1371.15,1524.75,11202.27,17.06,Completed
HDFCBANK,2023-09-26,2024-08-01,10.33,1537.65,1638.8,6578.22,7.79,Completed
HDFCLIFE,2018-10-12,2019-06-27,8.6,373.25,455.15,21942.4,32.4,Completed
HDFCLIFE,2020-05-05,2020-12-04,7.1,477.55,643.25,34697.94,66.6,Completed
HDFCLIFE,2022-02-04,2023-07-18,17.63,624.35,656.55,5157.37,3.53,Completed
HDFCLIFE,2024-02-28,2024-09-06,6.37,580.6,738.4,27178.79,58.32,Completed
HAVELLS,2015-11-05,2016-03-29,4.83,243.65,302.1,23989.33,71.82,Completed
HAVELLS,2019-11-19,2020-09-30,10.53,665.75,677.85,1817.5,2.1,Completed
HEROMOTOCO,2018-02-06,2021-02-17,36.9,3541.85,3584.0,1190.05,0.39,Completed
HEROMOTOCO,2021-07-12,2022-08-17,13.37,2898.2,2913.45,526.19,0.48,Completed
HEROMOTOCO,2023-02-27,2023-07-25,4.93,2437.55,3140.3,28830.18,86.78,Completed
HEROMOTOCO,2025-01-08,Still Holding,0.07,4138.1,4122.2,-384.23,,Holding
HINDALCO,2015-11-27,2016-06-02,6.27,77.65,106.05,36574.37,83.15,Completed
HINDALCO,2018-07-23,2020-11-11,28.07,196.15,204.05,4027.53,1.73,Completed
HAL,2019-01-21,2019-11-05,9.6,388.27,391.42,811.28,1.03,Completed
HAL,2020-04-24,2020-08-24,4.07,266.5,598.5,124577.86,1025.18,Completed
HAL,2025-01-08,Still Holding,0.07,4109.8,4000.5,-2659.49,,Holding
HINDUNILVR,2015-11-05,2016-06-17,7.5,802.65,881.35,9805.01,16.39,Completed
HINDUNILVR,2016-12-23,2017-05-12,4.67,789.5,980.2,24154.53,75.78,Completed
HINDUNILVR,2022-02-08,2022-08-16,6.3,2264.35,2644.5,16788.48,34.95,Completed
HINDUNILVR,2023-11-13,2024-08-23,9.47,2478.15,2815.6,13617.02,17.83,Completed
ICICIBANK,2015-11-19,2016-09-08,9.8,242.18,251.23,3734.98,4.66,Completed
ICICIBANK,2018-06-26,2018-11-05,4.4,288.1,349.65,21364.1,70.81,Completed
ICICIBANK,2020-05-18,2020-11-20,6.2,298.5,480.2,60871.03,154.21,Completed
ICICIBANK,2022-06-10,2022-08-24,2.5,720.0,873.3,21291.66,155.85,Completed
ICICIGI,2022-01-27,2023-07-28,18.23,1373.2,1373.75,40.06,0.03,Completed
ICICIPRULI,2017-12-11,2018-06-08,5.97,372.9,420.45,12751.41,27.73,Completed
ICICIPRULI,2018-09-21,2019-06-10,8.73,338.75,379.0,11881.92,16.93,Completed
ICICIPRULI,2022-02-08,2023-07-25,17.73,515.9,577.0,11843.38,7.98,Completed
ITC,2017-11-16,2018-05-18,6.1,255.1,282.3,10662.48,22.39,Completed
ITC,2019-02-12,2022-05-19,39.73,275.3,275.65,127.14,0.04,Completed
ITC,2024-02-29,2024-08-09,5.4,406.3,495.9,22052.67,56.67,Completed
IOC,2018-01-15,2023-12-28,72.43,130.28,133.25,2277.08,0.38,Completed
IOC,2024-11-08,Still Holding,2.1,140.34,130.28,-7168.3,,Holding
IRCTC,2022-06-06,2023-09-11,15.4,657.9,717.4,9043.93,7.08,Completed
IRCTC,2024-10-16,Still Holding,2.87,892.6,779.15,-12710.06,,Holding
IRFC,2022-02-21,2022-11-22,9.13,22.05,28.95,31292.53,43.72,Completed
IRFC,2025-01-10,Still Holding,0.0,135.71,135.71,0.0,,Holding
INDUSINDBK,2019-01-17,2023-12-14,59.73,1523.0,1551.7,1884.44,0.38,Completed
INDUSINDBK,2024-07-19,Still Holding,5.83,1432.45,937.6,-34545.71,,Holding
NAUKRI,2015-11-13,2016-08-08,8.97,751.05,872.25,16137.41,22.51,Completed
NAUKRI,2017-04-19,2017-07-05,2.57,826.4,1024.55,23977.49,176.99,Completed
NAUKRI,2018-07-02,2018-08-27,1.87,1194.7,1595.85,33577.47,559.95,Completed
NAUKRI,2022-03-07,2023-07-13,16.43,4287.9,4625.5,7873.32,5.77,Completed
INFY,2016-09-23,2018-01-16,16.0,521.28,561.42,7702.26,5.8,Completed
INFY,2020-04-01,2020-08-12,4.43,602.8,954.95,58419.05,253.46,Completed
INFY,2022-05-26,2023-02-09,8.63,1423.95,1617.0,13557.36,19.62,Completed
INFY,2023-04-21,2023-12-06,7.63,1227.35,1474.3,20120.59,33.94,Completed
INDIGO,2016-09-09,2017-04-27,7.67,863.45,1119.55,29660.09,51.01,Completed
INDIGO,2018-08-08,2019-03-05,6.97,1029.25,1186.15,15244.11,28.12,Completed
INDIGO,2020-03-04,2020-11-03,8.13,1201.05,1370.25,14087.67,21.79,Completed
INDIGO,2022-05-11,2023-01-05,7.97,1678.9,2037.55,21362.2,34.4,Completed
JSWENERGY,2016-01-18,2017-07-31,18.67,70.25,70.45,284.69,0.19,Completed
JSWENERGY,2018-06-13,2021-01-12,31.47,73.75,74.85,1491.52,0.57,Completed
JSWENERGY,2022-05-31,2023-08-18,14.8,276.65,362.35,30977.77,24.84,Completed
JSWSTEEL,2019-02-04,2020-02-19,12.67,273.5,280.85,2687.39,2.58,Completed
JSWSTEEL,2020-04-27,2020-10-01,5.23,157.3,282.05,79307.05,288.66,Completed
JSWSTEEL,2022-01-11,2022-11-22,10.5,645.7,708.25,9687.16,11.31,Completed
JINDALSTEL,2016-02-17,2016-09-09,6.83,57.05,84.9,48816.83,102.96,Completed
JINDALSTEL,2018-10-11,2020-02-06,16.1,166.8,197.75,18555.15,13.73,Completed
JINDALSTEL,2021-12-29,2022-02-28,2.03,376.15,424.85,12946.97,107.2,Completed
JIOFIN,2024-11-21,Still Holding,1.67,314.2,280.55,-10709.75,,Holding
KOTAKBANK,2016-03-01,2016-05-13,2.43,638.45,708.25,10932.73,68.0,Completed
KOTAKBANK,2020-05-07,2020-11-12,6.3,1199.8,1754.75,46253.54,108.38,Completed
KOTAKBANK,2021-07-23,2021-10-28,3.23,1722.95,2098.5,21796.92,110.01,Completed
KOTAKBANK,2022-04-07,2022-11-11,7.27,1766.45,1899.1,7509.41,12.89,Completed
KOTAKBANK,2023-03-17,2024-10-01,18.8,1693.1,1879.4,11003.49,6.99,Completed
LTIM,2019-08-02,2020-01-28,5.97,1514.95,1948.1,28591.71,66.99,Completed
LTIM,2022-05-19,2023-03-31,10.53,3991.85,4759.65,19234.18,22.53,Completed
LTIM,2024-05-31,2024-10-08,4.33,4701.9,6376.8,35621.77,135.26,Completed
LT,2015-11-05,2016-07-15,8.43,912.63,1057.23,15844.25,23.64,Completed
LT,2018-10-08,2018-12-19,2.4,1215.35,1434.75,18052.42,131.94,Completed
LT,2019-12-26,2020-12-18,11.93,1279.3,1281.55,175.88,0.18,Completed
LT,2022-06-07,2022-11-01,4.9,1589.45,2024.45,27367.96,82.33,Completed
LICI,2023-03-10,2023-12-14,9.3,595.5,815.25,36901.76,50.82,Completed
LICI,2025-01-02,Still Holding,0.27,902.35,839.5,-6965.14,,Holding
LODHA,2022-05-26,2023-07-12,13.73,439.55,683.3,55454.44,47.82,Completed
M&M,2016-02-09,2016-06-08,4.0,591.6,693.15,17165.32,61.91,Completed
M&M,2016-12-27,2017-06-09,5.47,583.62,713.35,22227.45,56.32,Completed
M&M,2019-01-02,2020-12-02,23.33,741.7,753.6,1604.42,0.83,Completed
M&M,2021-09-15,2022-01-28,4.5,755.1,869.65,15170.18,46.5,Completed
MARUTI,2016-04-05,2016-08-22,4.63,3554.85,4837.75,36088.72,124.6,Completed
MARUTI,2018-10-03,2020-01-10,15.47,7246.0,7330.5,1166.16,0.92,Completed
MARUTI,2020-05-04,2020-10-06,5.17,4886.3,6892.4,41055.61,124.8,Completed
MARUTI,2021-09-21,2021-11-08,1.6,6777.0,7684.6,13392.36,160.05,Completed
MARUTI,2023-03-24,2023-06-14,2.73,8242.9,9532.5,15644.97,90.98,Completed
MARUTI,2024-11-29,Still Holding,1.4,11074.2,11631.1,5028.8,,Holding
NHPC,2017-10-23,2020-01-27,27.53,27.45,27.75,1092.89,0.48,Completed
NHPC,2020-03-17,2020-12-18,9.2,18.2,22.6,24175.82,33.16,Completed
NHPC,2024-11-19,Still Holding,1.73,80.01,76.6,-4261.97,,Holding
NTPC,2018-06-25,2019-07-01,12.37,128.88,142.55,10611.06,10.43,Completed
NTPC,2019-11-07,2021-06-16,19.57,119.55,119.8,209.12,0.13,Completed
NESTLEIND,2015-12-15,2016-07-15,7.1,583.86,663.29,13605.14,24.43,Completed
NESTLEIND,2017-01-19,2017-06-09,4.7,591.15,666.75,12789.58,36.55,Completed
NESTLEIND,2022-03-25,2022-10-25,7.13,1716.12,2028.24,18187.54,32.98,Completed
NESTLEIND,2024-11-06,Still Holding,2.17,2275.6,2247.9,-1217.27,,Holding
ONGC,2015-11-24,2016-09-01,9.4,155.2,157.73,1632.31,2.12,Completed
ONGC,2017-06-22,2018-01-02,6.47,160.45,196.85,22686.2,46.91,Completed
ONGC,2018-06-22,2019-06-20,12.1,159.55,172.0,7803.19,7.85,Completed
ONGC,2019-10-01,2021-09-15,23.83,128.2,128.45,195.01,0.1,Completed
ONGC,2022-07-26,2023-02-17,6.87,128.2,156.6,22152.89,42.55,Completed
ONGC,2024-12-31,Still Holding,0.33,239.25,263.02,9935.21,,Holding
PIDILITIND,2015-11-24,2016-02-22,3.0,542.9,635.85,17121.01,89.82,Completed
PIDILITIND,2020-08-03,2020-11-24,3.77,1345.3,1586.4,17921.65,70.32,Completed
PIDILITIND,2022-06-09,2022-12-02,5.87,2096.55,2736.2,30509.64,73.71,Completed
PFC,2015-11-23,2016-08-25,9.2,83.74,95.42,13947.93,18.85,Completed
PFC,2018-01-16,2019-04-02,14.7,96.8,97.48,702.48,0.58,Completed
PFC,2020-05-06,2020-12-04,7.07,71.92,92.4,28476.09,53.94,Completed
PFC,2022-02-24,2022-12-06,9.5,89.24,110.36,23666.52,31.26,Completed
POWERGRID,2015-12-04,2016-04-13,4.37,73.55,81.56,10898.67,33.41,Completed
POWERGRID,2018-01-10,2019-06-27,17.77,112.42,116.83,3927.95,2.67,Completed
POWERGRID,2020-02-19,2020-12-09,9.8,105.47,108.39,2773.34,3.45,Completed
POWERGRID,2022-12-22,2023-03-21,2.97,161.25,167.36,3790.7,16.48,Completed
PNB,2015-11-05,2016-09-06,10.2,129.6,132.7,2391.97,2.86,Completed
PNB,2017-10-17,2017-11-09,0.77,134.4,192.3,43080.37,29343.38,Completed
PNB,2018-04-17,2024-01-15,69.97,97.95,98.2,255.23,0.04,Completed
PNB,2024-10-10,Still Holding,3.07,103.69,98.64,-4870.29,,Holding
RECLTD,2015-11-06,2016-09-20,10.63,89.36,89.72,398.65,0.46,Completed
RECLTD,2017-12-04,2019-03-25,15.87,114.34,116.55,1935.06,1.48,Completed
RECLTD,2020-03-12,2020-12-07,9.0,69.82,97.8,40064.46,57.69,Completed
RECLTD,2022-02-21,2022-11-17,8.97,94.12,100.3,6560.43,9.0,Completed
RELIANCE,2023-02-10,2023-08-10,6.03,1078.36,1268.22,17606.43,38.69,Completed
RELIANCE,2024-11-18,Still Holding,1.77,1260.75,1241.9,-1495.14,,Holding
SBILIFE,2018-09-04,2019-05-23,8.7,664.85,671.4,985.19,1.38,Completed
SBILIFE,2022-05-16,2022-08-30,3.53,1044.65,1329.1,27229.21,129.16,Completed
SBILIFE,2023-03-27,2023-08-23,4.97,1099.3,1300.25,18279.81,50.87,Completed
MOTHERSON,2015-11-05,2016-07-14,8.4,44.15,54.04,22401.0,34.01,Completed
MOTHERSON,2018-05-28,2021-02-16,33.17,87.13,87.48,399.81,0.15,Completed
MOTHERSON,2022-06-17,2023-06-15,12.1,77.47,82.15,6045.61,6.08,Completed
SHREECEM,2016-02-26,2016-05-17,2.7,10339.35,12881.65,24588.59,169.3,Completed
SHREECEM,2018-02-09,2019-04-03,13.93,17041.45,18606.3,9182.62,7.97,Completed
SHREECEM,2020-09-22,2020-11-25,2.13,18982.45,23698.8,24845.85,254.51,Completed
SHREECEM,2021-12-10,2023-02-20,14.57,26406.45,26512.9,403.13,0.34,Completed
SHREECEM,2024-09-18,Still Holding,3.8,25076.65,25738.3,2638.51,,Holding
SHRIRAMFIN,2016-01-07,2016-05-16,4.33,160.1,208.83,30442.46,110.89,Completed
SHRIRAMFIN,2016-12-27,2017-09-12,8.63,157.52,209.04,32702.41,48.99,Completed
SHRIRAMFIN,2018-09-12,2020-02-17,17.43,229.43,249.28,8650.78,5.96,Completed
SHRIRAMFIN,2020-04-08,2020-12-04,8.0,116.04,200.62,72895.05,129.95,Completed
SHRIRAMFIN,2022-02-07,2022-09-06,7.03,243.76,276.95,13615.86,24.71,Completed
SIEMENS,2015-12-02,2016-07-26,7.9,1212.15,1328.15,9569.77,15.11,Completed
SIEMENS,2016-12-29,2017-05-11,4.43,1085.55,1406.65,29579.47,103.63,Completed
SIEMENS,2017-11-23,2019-04-25,17.27,1190.45,1193.75,277.21,0.2,Completed
SIEMENS,2020-04-29,2020-11-10,6.5,1127.15,1357.65,20449.81,41.66,Completed
SBIN,2015-12-03,2016-08-17,8.6,241.1,246.25,2136.04,3.04,Completed
SBIN,2018-04-20,2019-01-04,8.63,241.2,297.65,23403.81,34.5,Completed
SBIN,2020-03-11,2020-12-03,8.9,245.1,256.3,4569.56,6.3,Completed
SUNPHARMA,2015-11-13,2021-07-30,69.53,740.6,773.95,4503.11,0.77,Completed
TVSMOTOR,2018-05-21,2021-02-01,32.9,564.05,577.2,2331.36,0.86,Completed
TCS,2015-11-05,2016-08-08,9.23,1241.32,1324.75,6720.65,8.95,Completed
TCS,2016-11-22,2017-05-26,6.17,1067.5,1289.12,20761.12,45.09,Completed
TCS,2020-03-16,2020-09-02,5.67,1696.4,2265.15,33526.87,86.04,Completed
TCS,2022-06-01,2023-02-13,8.57,3355.2,3482.4,3791.13,5.43,Completed
TATACONSUM,2016-02-16,2016-08-23,6.3,102.65,139.6,35996.11,81.08,Completed
TATACONSUM,2018-07-24,2019-07-05,11.53,246.3,266.6,8241.98,8.71,Completed
TATACONSUM,2022-02-24,2022-08-29,6.2,677.7,806.15,18953.82,40.58,Completed
TATACONSUM,2023-02-09,2023-07-18,5.3,721.95,858.7,18941.75,48.91,Completed
TATACONSUM,2024-11-25,Still Holding,1.53,955.7,972.8,1789.26,,Holding
TATAMOTORS,2016-02-09,2016-06-07,3.97,310.65,463.05,49058.42,240.19,Completed
TATAMOTORS,2017-04-12,2021-10-18,55.0,464.55,509.6,9697.56,2.07,Completed
TATAMOTORS,2022-06-21,2023-05-15,10.93,397.6,530.85,33513.57,37.94,Completed
TATAMOTORS,2024-11-27,Still Holding,1.47,783.95,774.65,-1186.3,,Holding
TATAPOWER,2016-01-28,2016-06-20,4.8,60.0,75.05,25083.34,76.35,Completed
TATAPOWER,2017-09-22,2017-12-22,3.03,80.4,92.75,15360.69,77.38,Completed
TATAPOWER,2018-06-04,2021-01-01,31.4,77.2,77.35,194.3,0.08,Completed
TATAPOWER,2022-12-13,2023-08-14,8.13,218.85,231.15,5620.28,8.52,Completed
TATAPOWER,2025-01-08,Still Holding,0.07,374.05,356.35,-4731.98,,Holding
TATASTEEL,2015-11-24,2016-04-04,4.4,21.37,30.52,42790.29,167.77,Completed
TATASTEEL,2018-05-24,2020-11-24,30.5,54.82,54.83,18.25,0.01,Completed
TATASTEEL,2022-06-09,2023-01-19,7.47,104.49,123.55,18246.64,31.4,Completed
TATASTEEL,2024-11-13,Still Holding,1.93,139.17,127.43,-8435.72,,Holding
TECHM,2015-12-18,2018-01-05,24.97,523.25,525.45,420.45,0.2,Completed
TECHM,2020-05-04,2020-10-13,5.4,502.45,868.2,72793.31,242.9,Completed
TECHM,2022-05-19,2023-03-13,9.93,1108.35,1133.8,2296.21,2.82,Completed
TITAN,2018-10-01,2019-02-12,4.47,809.75,1066.25,31676.44,111.6,Completed
TITAN,2020-03-27,2020-10-15,6.73,937.05,1213.6,29512.83,59.57,Completed
TITAN,2022-06-24,2022-11-02,4.37,2045.6,2728.45,33381.4,123.12,Completed
TITAN,2024-08-06,Still Holding,5.23,3335.1,3440.25,3152.83,,Holding
TORNTPHARM,2016-03-16,2016-08-22,5.3,627.12,771.1,22957.94,60.71,Completed
TORNTPHARM,2017-01-31,2018-01-18,11.73,649.97,715.45,10073.47,10.46,Completed
TORNTPHARM,2019-07-05,2019-12-06,5.13,762.58,925.72,21394.61,58.33,Completed
