Stock,Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
TATACONSUM,2023-02-09,2023-07-18,5.3,721.95,858.7,18941.75,48.91,Completed
TATACONSUM,2024-11-25,Still Holding,1.47,955.7,961.6,617.34,,Holding
TATAMOTORS,2011-06-15,2012-02-16,8.2,196.72,272.97,38761.76,62.59,Completed
TATAMOTORS,2015-07-03,2016-06-07,11.33,433.15,463.05,6902.92,7.43,Completed
TATAMOTORS,2017-04-12,2021-10-18,55.0,464.55,509.6,9697.56,2.07,Completed
TATAMOTORS,2022-06-21,2023-05-15,10.93,397.6,530.85,33513.57,37.94,Completed
TATAMOTORS,2024-11-27,Still Holding,1.4,783.95,794.95,1403.15,,Holding
TATASTEEL,2011-06-02,2014-06-09,36.77,54.77,54.81,60.88,0.02,Completed
TATASTEEL,2015-01-07,2016-08-17,19.6,37.05,37.33,758.56,0.47,Completed
TATASTEEL,2018-05-24,2020-11-24,30.5,54.82,54.83,18.25,0.01,Completed
TATASTEEL,2022-06-09,2023-01-19,7.47,104.49,123.55,18246.64,31.4,Completed
TATASTEEL,2024-11-13,Still Holding,1.87,139.17,132.64,-4692.1,,Holding
TECHM,2011-02-04,2011-07-26,5.73,158.68,194.11,22333.39,53.38,Completed
TECHM,2011-10-04,2012-06-20,8.67,136.75,171.43,25356.49,37.34,Completed
TECHM,2015-06-29,2017-11-28,29.43,483.35,499.7,3382.64,1.38,Completed
TECHM,2020-05-04,2020-10-13,5.4,502.45,868.2,72793.31,242.9,Completed
TECHM,2022-05-19,2023-03-13,9.93,1108.35,1133.8,2296.21,2.82,Completed
TITAN,2011-12-28,2012-05-08,4.4,173.75,245.1,41064.75,158.92,Completed
TITAN,2013-09-02,2014-05-09,8.3,230.6,277.5,20338.24,31.18,Completed
TITAN,2015-07-06,2016-02-15,7.47,355.85,358.7,800.9,1.31,Completed
TITAN,2018-10-01,2019-02-12,4.47,809.75,1066.25,31676.44,111.6,Completed
TITAN,2020-03-27,2020-10-15,6.73,937.05,1213.6,29512.83,59.57,Completed
TITAN,2022-06-24,2022-11-02,4.37,2045.6,2728.45,33381.4,123.12,Completed
TITAN,2024-08-06,Still Holding,5.17,3335.1,3484.05,4466.13,,Holding
TRENT,2011-03-04,2011-07-01,3.97,81.19,115.68,42480.6,196.21,Completed
TRENT,2012-01-03,2012-08-01,7.03,85.11,104.0,22201.98,41.46,Completed
TRENT,2013-06-19,2014-06-19,12.17,101.71,119.01,17014.9,17.01,Completed
TRENT,2015-06-09,2015-12-03,5.9,111.8,157.88,41211.98,103.73,Completed
ULTRACEMCO,2011-07-04,2011-09-26,2.8,949.85,1137.6,19766.28,118.97,Completed
ULTRACEMCO,2013-08-07,2014-03-31,7.87,1642.6,2186.95,33139.53,55.69,Completed
ULTRACEMCO,2015-12-18,2016-05-12,4.87,2815.1,3227.6,14653.12,40.76,Completed
ULTRACEMCO,2018-05-23,2019-05-24,12.2,3700.8,4800.1,29704.39,29.61,Completed
ULTRACEMCO,2019-12-10,2020-10-12,10.23,4038.65,4306.3,6627.21,7.93,Completed
ULTRACEMCO,2022-03-15,2022-11-18,8.27,6021.25,6814.45,13173.35,19.98,Completed
WIPRO,2011-06-20,2012-03-07,8.7,75.43,82.49,9358.69,13.33,Completed
WIPRO,2012-08-02,2013-02-11,6.43,63.76,76.78,20423.46,42.12,Completed
WIPRO,2015-12-18,2017-06-05,17.83,103.91,104.17,243.6,0.17,Completed
WIPRO,2018-05-25,2018-10-26,5.13,99.23,120.23,21164.02,57.62,Completed
WIPRO,2019-10-07,2020-09-07,11.2,118.53,139.38,17591.22,19.25,Completed
WIPRO,2022-04-25,2024-02-16,22.07,264.67,271.5,2578.64,1.41,Completed
