Stock,Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
NHPC,2024-11-19,Still Holding,1.73,80.01,76.6,-4261.97,,Holding
NTPC,2010-12-03,2017-11-27,85.03,154.29,155.29,648.12,0.09,Completed
NTPC,2018-06-25,2019-07-01,12.37,128.88,142.55,10611.06,10.43,Completed
NTPC,2019-11-07,2021-06-16,19.57,119.55,119.8,209.12,0.13,Completed
NESTLEIND,2014-04-11,2014-09-08,5.0,482.96,639.98,32511.67,98.37,Completed
NESTLEIND,2015-09-03,2016-07-15,10.53,603.54,663.29,9899.84,11.52,Completed
NESTLEIND,2017-01-19,2017-06-09,4.7,591.15,666.75,12789.58,36.55,Completed
NESTLEIND,2022-03-25,2022-10-25,7.13,1716.12,2028.24,18187.54,32.98,Completed
NESTLEIND,2024-11-06,Still Holding,2.17,2275.6,2247.9,-1217.27,,Holding
ONGC,2011-02-24,2012-07-25,17.23,176.63,189.2,7114.55,4.97,Completed
ONGC,2013-09-27,2014-03-27,6.03,182.93,220.67,20626.82,45.96,Completed
ONGC,2015-02-25,2024-01-04,107.83,211.43,214.65,1521.36,0.17,Completed
ONGC,2024-12-31,Still Holding,0.33,239.25,263.02,9935.21,,Holding
PIDILITIND,2012-01-24,2012-08-31,7.33,140.4,189.9,35256.41,65.05,Completed
PIDILITIND,2015-11-24,2016-02-22,3.0,542.9,635.85,17121.01,89.82,Completed
PIDILITIND,2020-08-03,2020-11-24,3.77,1345.3,1586.4,17921.65,70.32,Completed
PIDILITIND,2022-06-09,2022-12-02,5.87,2096.55,2736.2,30509.64,73.71,Completed
PFC,2011-02-23,2014-05-16,39.27,98.4,103.1,4776.42,1.46,Completed
PFC,2015-06-29,2016-12-01,17.37,103.36,106.88,3405.57,2.37,Completed
PFC,2018-01-16,2019-04-02,14.7,96.8,97.48,702.48,0.58,Completed
PFC,2020-05-06,2020-12-04,7.07,71.92,92.4,28476.09,53.94,Completed
PFC,2022-02-24,2022-12-06,9.5,89.24,110.36,23666.52,31.26,Completed
POWERGRID,2010-12-07,2011-06-30,6.83,55.66,61.59,10661.95,19.77,Completed
POWERGRID,2011-12-12,2012-03-02,2.7,54.34,63.14,16200.83,96.72,Completed
POWERGRID,2013-03-18,2014-05-12,14.0,61.17,62.72,2528.74,2.19,Completed
POWERGRID,2015-08-07,2016-04-13,8.33,78.53,81.56,3868.2,5.7,Completed
POWERGRID,2018-01-10,2019-06-27,17.77,112.42,116.83,3927.95,2.67,Completed
POWERGRID,2020-02-19,2020-12-09,9.8,105.47,108.39,2773.34,3.45,Completed
POWERGRID,2022-12-22,2023-03-21,2.97,161.25,167.36,3790.7,16.48,Completed
PNB,2011-06-24,2014-12-01,41.87,212.39,215.95,1676.16,0.48,Completed
PNB,2015-05-12,2016-09-09,16.2,142.75,144.85,1471.11,1.1,Completed
PNB,2017-10-17,2017-11-09,0.77,134.4,192.3,43080.37,29343.38,Completed
PNB,2018-04-17,2024-01-15,69.97,97.95,98.2,255.23,0.04,Completed
PNB,2024-10-10,Still Holding,3.07,103.69,98.64,-4870.29,,Holding
RECLTD,2011-02-25,2012-11-30,21.47,86.4,86.49,108.51,0.06,Completed
RECLTD,2013-06-20,2014-04-17,10.03,74.29,93.04,25239.79,31.38,Completed
RECLTD,2015-07-21,2017-01-24,18.43,105.99,106.24,229.97,0.15,Completed
RECLTD,2017-12-04,2019-03-25,15.87,114.34,116.55,1935.06,1.48,Completed
RECLTD,2020-03-12,2020-12-07,9.0,69.82,97.8,40064.46,57.69,Completed
RECLTD,2022-02-21,2022-11-17,8.97,94.12,100.3,6560.43,9.0,Completed
RELIANCE,2011-06-13,2014-04-17,34.63,211.58,219.23,3619.28,1.26,Completed
RELIANCE,2014-12-17,2015-12-11,11.97,198.75,217.83,9597.47,9.77,Completed
RELIANCE,2023-02-10,2023-08-10,6.03,1078.36,1268.22,17606.43,38.69,Completed
RELIANCE,2024-11-18,Still Holding,1.77,1260.75,1241.9,-1495.14,,Holding
SBILIFE,2018-09-04,2019-05-23,8.7,664.85,671.4,985.19,1.38,Completed
SBILIFE,2022-05-16,2022-08-30,3.53,1044.65,1329.1,27229.21,129.16,Completed
SBILIFE,2023-03-27,2023-08-23,4.97,1099.3,1300.25,18279.81,50.87,Completed
MOTHERSON,2011-11-11,2012-09-03,9.9,8.92,10.29,15396.25,19.24,Completed
MOTHERSON,2015-10-09,2016-07-14,9.3,43.9,54.04,23112.04,31.26,Completed
MOTHERSON,2018-05-28,2021-02-16,33.17,87.13,87.48,399.81,0.15,Completed
MOTHERSON,2022-06-17,2023-06-15,12.1,77.47,82.15,6045.61,6.08,Completed
SHREECEM,2011-07-05,2011-12-22,5.67,1718.8,2096.8,21992.09,53.24,Completed
SHREECEM,2016-02-26,2016-05-17,2.7,10339.35,12881.65,24588.59,169.3,Completed
SHREECEM,2018-02-09,2019-04-03,13.93,17041.45,18606.3,9182.62,7.97,Completed
SHREECEM,2020-09-22,2020-11-25,2.13,18982.45,23698.8,24845.85,254.51,Completed
SHREECEM,2021-12-10,2023-02-20,14.57,26406.45,26512.9,403.13,0.34,Completed
SHREECEM,2024-09-18,Still Holding,3.8,25076.65,25738.3,2638.51,,Holding
SHRIRAMFIN,2011-06-09,2012-10-05,16.13,124.8,125.98,944.65,0.71,Completed
SHRIRAMFIN,2013-08-14,2014-04-01,7.67,124.26,147.1,18379.98,30.7,Completed
SHRIRAMFIN,2015-08-14,2016-05-16,9.2,169.04,208.83,23540.27,32.26,Completed
SHRIRAMFIN,2016-12-27,2017-09-12,8.63,157.52,209.04,32702.41,48.99,Completed
SHRIRAMFIN,2018-09-12,2020-02-17,17.43,229.43,249.28,8650.78,5.96,Completed
SHRIRAMFIN,2020-04-08,2020-12-04,8.0,116.04,200.62,72895.05,129.95,Completed
SHRIRAMFIN,2022-02-07,2022-09-06,7.03,243.76,276.95,13615.86,24.71,Completed
SIEMENS,2011-11-23,2014-03-10,27.93,682.5,694.15,1706.96,0.74,Completed
SIEMENS,2015-12-02,2016-07-26,7.9,1212.15,1328.15,9569.77,15.11,Completed
SIEMENS,2016-12-29,2017-05-11,4.43,1085.55,1406.65,29579.47,103.63,Completed
SIEMENS,2017-11-23,2019-04-25,17.27,1190.45,1193.75,277.21,0.2,Completed
SIEMENS,2020-04-29,2020-11-10,6.5,1127.15,1357.65,20449.81,41.66,Completed
SBIN,2011-06-02,2012-12-31,19.27,233.42,238.55,2197.76,1.38,Completed
SBIN,2013-06-18,2014-04-23,10.3,204.36,206.52,1056.96,1.25,Completed
SBIN,2015-07-20,2016-09-08,13.87,267.45,268.35,336.51,0.3,Completed
SBIN,2018-04-20,2019-01-04,8.63,241.2,297.65,23403.81,34.5,Completed
SBIN,2020-03-11,2020-12-03,8.9,245.1,256.3,4569.56,6.3,Completed
SUNPHARMA,2015-11-13,2021-07-30,69.53,740.6,773.95,4503.11,0.77,Completed
TVSMOTOR,2011-05-12,2011-10-28,5.63,52.8,68.6,29924.24,76.01,Completed
TVSMOTOR,2012-03-13,2013-01-15,10.27,44.9,47.3,5345.21,6.37,Completed
TVSMOTOR,2013-06-11,2013-11-22,5.47,35.0,50.95,45571.43,130.64,Completed
TVSMOTOR,2018-05-21,2021-02-01,32.9,564.05,577.2,2331.36,0.86,Completed
TCS,2011-09-12,2012-02-16,5.23,492.85,612.67,24312.67,65.86,Completed
TCS,2015-11-04,2016-08-08,9.27,1266.9,1324.75,4566.26,6.04,Completed
TCS,2016-11-22,2017-05-26,6.17,1067.5,1289.12,20761.12,45.09,Completed
TCS,2020-03-16,2020-09-02,5.67,1696.4,2265.15,33526.87,86.04,Completed
TCS,2022-06-01,2023-02-13,8.57,3355.2,3482.4,3791.13,5.43,Completed
TATACONSUM,2011-02-16,2012-03-14,13.07,94.45,120.4,27474.86,25.36,Completed
TATACONSUM,2014-03-27,2014-09-12,5.63,141.8,169.55,19569.82,47.11,Completed
TATACONSUM,2015-04-21,2016-10-05,17.77,150.2,153.3,2063.92,1.41,Completed
TATACONSUM,2018-07-24,2019-07-05,11.53,246.3,266.6,8241.98,8.71,Completed
TATACONSUM,2022-02-24,2022-08-29,6.2,677.7,806.15,18953.82,40.58,Completed
TATACONSUM,2023-02-09,2023-07-18,5.3,721.95,858.7,18941.75,48.91,Completed
TATACONSUM,2024-11-25,Still Holding,1.53,955.7,972.8,1789.26,,Holding
TATAMOTORS,2011-06-15,2012-02-16,8.2,196.72,272.97,38761.76,62.59,Completed
TATAMOTORS,2015-07-03,2016-06-07,11.33,433.15,463.05,6902.92,7.43,Completed
TATAMOTORS,2017-04-12,2021-10-18,55.0,464.55,509.6,9697.56,2.07,Completed
TATAMOTORS,2022-06-21,2023-05-15,10.93,397.6,530.85,33513.57,37.94,Completed
TATAMOTORS,2024-11-27,Still Holding,1.47,783.95,774.65,-1186.3,,Holding
TATAPOWER,2011-03-11,2021-06-08,124.73,116.17,117.05,758.59,0.07,Completed
TATAPOWER,2022-12-13,2023-08-14,8.13,218.85,231.15,5620.28,8.52,Completed
TATAPOWER,2025-01-08,Still Holding,0.07,374.05,356.35,-4731.98,,Holding
TATASTEEL,2011-06-02,2014-06-09,36.77,54.77,54.81,60.88,0.02,Completed
TATASTEEL,2015-01-07,2016-08-17,19.6,37.05,37.33,758.56,0.47,Completed
TATASTEEL,2018-05-24,2020-11-24,30.5,54.82,54.83,18.25,0.01,Completed
TATASTEEL,2022-06-09,2023-01-19,7.47,104.49,123.55,18246.64,31.4,Completed
TATASTEEL,2024-11-13,Still Holding,1.93,139.17,127.43,-8435.72,,Holding
TECHM,2011-02-04,2011-07-26,5.73,158.68,194.11,22333.39,53.38,Completed
TECHM,2011-10-04,2012-06-20,8.67,136.75,171.43,25356.49,37.34,Completed
TECHM,2015-06-29,2017-11-28,29.43,483.35,499.7,3382.64,1.38,Completed
TECHM,2020-05-04,2020-10-13,5.4,502.45,868.2,72793.31,242.9,Completed
TECHM,2022-05-19,2023-03-13,9.93,1108.35,1133.8,2296.21,2.82,Completed
TITAN,2011-12-28,2012-05-08,4.4,173.75,245.1,41064.75,158.92,Completed
TITAN,2013-09-02,2014-05-09,8.3,230.6,277.5,20338.24,31.18,Completed
TITAN,2015-07-06,2016-02-15,7.47,355.85,358.7,800.9,1.31,Completed
TITAN,2018-10-01,2019-02-12,4.47,809.75,1066.25,31676.44,111.6,Completed
TITAN,2020-03-27,2020-10-15,6.73,937.05,1213.6,29512.83,59.57,Completed
TITAN,2022-06-24,2022-11-02,4.37,2045.6,2728.45,33381.4,123.12,Completed
TITAN,2024-08-06,Still Holding,5.23,3335.1,3440.25,3152.83,,Holding
TORNTPHARM,2011-12-15,2012-05-14,5.03,134.79,164.59,22108.87,62.06,Completed
TORNTPHARM,2016-03-16,2016-08-22,5.3,627.12,771.1,22957.94,60.71,Completed
TORNTPHARM,2017-01-31,2018-01-18,11.73,649.97,715.45,10073.47,10.46,Completed
TORNTPHARM,2019-07-05,2019-12-06,5.13,762.58,925.72,21394.61,58.33,Completed
TORNTPHARM,2021-03-18,2021-07-20,4.13,1183.38,1480.75,25129.4,93.46,Completed
TORNTPHARM,2022-03-22,2022-10-11,6.77,1381.1,1588.1,14988.05,28.55,Completed
TRENT,2011-03-04,2011-07-01,3.97,81.19,115.68,42480.6,196.21,Completed
TRENT,2012-01-03,2012-08-01,7.03,85.11,104.0,22201.98,41.46,Completed
TRENT,2013-06-19,2014-06-19,12.17,101.71,119.01,17014.9,17.01,Completed
TRENT,2015-06-09,2015-12-03,5.9,111.8,157.88,41211.98,103.73,Completed
ULTRACEMCO,2011-07-04,2011-09-26,2.8,949.85,1137.6,19766.28,118.97,Completed
ULTRACEMCO,2013-08-07,2014-03-31,7.87,1642.6,2186.95,33139.53,55.69,Completed
ULTRACEMCO,2015-12-18,2016-05-12,4.87,2815.1,3227.6,14653.12,40.76,Completed
ULTRACEMCO,2018-05-23,2019-05-24,12.2,3700.8,4800.1,29704.39,29.61,Completed
ULTRACEMCO,2019-12-10,2020-10-12,10.23,4038.65,4306.3,6627.21,7.93,Completed
ULTRACEMCO,2022-03-15,2022-11-18,8.27,6021.25,6814.45,13173.35,19.98,Completed
UNIONBANK,2011-06-16,Still Holding,165.23,308.35,103.62,-66395.33,,Holding
VEDL,2010-11-19,2017-10-16,84.1,331.6,335.2,1085.65,0.16,Completed
VEDL,2018-05-21,2021-05-05,36.0,263.85,264.3,170.54,0.06,Completed
VEDL,2023-06-23,2024-04-01,9.43,276.2,287.5,4091.23,5.31,Completed
WIPRO,2011-06-20,2012-03-07,8.7,75.43,82.49,9358.69,13.33,Completed
WIPRO,2012-08-02,2013-02-11,6.43,63.76,76.78,20423.46,42.12,Completed
WIPRO,2015-12-18,2017-06-05,17.83,103.91,104.17,243.6,0.17,Completed
WIPRO,2018-05-25,2018-10-26,5.13,99.23,120.23,21164.02,57.62,Completed
WIPRO,2019-10-07,2020-09-07,11.2,118.53,139.38,17591.22,19.25,Completed
WIPRO,2022-04-25,2024-02-16,22.07,264.67,271.5,2578.64,1.41,Completed
ZOMATO,2022-05-16,2023-07-11,14.03,56.4,76.8,36170.21,30.69,Completed
ZYDUSLIFE,2011-11-22,2012-07-03,7.47,143.3,151.03,5394.27,8.94,Completed
ZYDUSLIFE,2013-03-20,2014-02-10,10.9,146.82,185.09,26065.92,29.51,Completed
ZYDUSLIFE,2016-02-26,2016-09-08,6.5,320.35,392.2,22428.6,46.05,Completed
ZYDUSLIFE,2017-12-18,2020-10-08,34.17,417.15,436.1,4542.73,1.59,Completed
ZYDUSLIFE,2021-12-03,2023-02-06,14.33,460.45,470.15,2106.63,1.79,Completed
ZYDUSLIFE,2024-12-30,Still Holding,0.37,956.95,1004.4,4958.46,,Holding
