Stock,Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
RELIANCE,2023-02-10,2023-08-10,6.03,1078.36,1268.22,17606.43,38.69,Completed
RELIANCE,2024-11-18,Still Holding,1.7,1260.75,1265.5,376.76,,Holding
SBILIFE,2022-05-16,2022-08-30,3.53,1044.65,1329.1,27229.21,129.16,Completed
SBILIFE,2023-03-27,2023-08-23,4.97,1099.3,1300.25,18279.81,50.87,Completed
SHRIRAMFIN,2022-02-07,2022-09-06,7.03,1218.8,1384.75,13615.85,24.71,Completed
TCS,2022-06-01,2023-02-13,8.57,3355.2,3482.4,3791.13,5.43,Completed
TATACONSUM,2022-02-24,2022-08-29,6.2,677.7,806.15,18953.82,40.58,Completed
TATACONSUM,2023-02-09,2023-07-18,5.3,721.95,858.7,18941.75,48.91,Completed
TATACONSUM,2024-11-25,Still Holding,1.47,955.7,961.6,617.34,,Holding
TATAMOTORS,2022-06-21,2023-05-15,10.93,397.6,530.85,33513.57,37.94,Completed
TATAMOTORS,2024-11-27,Still Holding,1.4,783.95,794.95,1403.15,,Holding
TATASTEEL,2022-06-09,2023-01-19,7.47,104.49,123.55,18246.64,31.4,Completed
TATASTEEL,2024-11-13,Still Holding,1.87,139.17,132.64,-4692.1,,Holding
TECHM,2022-05-19,2023-03-13,9.93,1108.35,1133.8,2296.21,2.82,Completed
TITAN,2022-06-24,2022-11-02,4.37,2045.6,2728.45,33381.4,123.12,Completed
TITAN,2024-08-06,Still Holding,5.17,3335.1,3484.05,4466.13,,Holding
ULTRACEMCO,2022-03-15,2022-11-18,8.27,6021.25,6814.45,13173.35,19.98,Completed
WIPRO,2022-04-25,2024-02-16,22.07,264.67,271.5,2578.64,1.41,Completed
